step,time,strain_xx,stress_xx
164,0.0328,0.0164,48.6835
165,0.033,0.0165,48.9276
166,0.0332,0.0166,49.1713
167,0.0334,0.0167,49.4144
168,0.0336,0.0168,49.657
169,0.0338,0.0169,49.8992
170,0.034,0.017,50.1408
171,0.0342,0.0171,50.382
172,0.0344,0.0172,50.6226
173,0.0346,0.0173,50.8628
174,0.0348,0.0174,51.1026
175,0.035,0.0175,51.3418
176,0.0352,0.0176,51.5806
177,0.0354,0.0177,51.819
178,0.0356,0.0178,52.0569
179,0.0358,0.0179,52.2943
180,0.036,0.018,52.5313
181,0.0362,0.0181,52.7679
182,0.0364,0.0182,53.004
183,0.0366,0.0183,53.2398
184,0.0368,0.0184,53.4751
185,0.037,0.0185,53.7099
186,0.0372,0.0186,53.9444
187,0.0374,0.0187,54.1785
188,0.0376,0.0188,54.4122
189,0.0378,0.0189,54.6454
190,0.038,0.019,54.8783
191,0.0382,0.0191,55.1108
192,0.0384,0.0192,55.3429
193,0.0386,0.0193,55.5746
194,0.0388,0.0194,55.806
195,0.039,0.0195,56.037
196,0.0392,0.0196,56.2676
197,0.0394,0.0197,56.4978
198,0.0396,0.0198,56.7277
199,0.0398,0.0199,56.9573
200,0.04,0.02,57.1865
201,0.0402,0.0201,57.4154
202,0.0404,0.0202,57.6439
203,0.0406,0.0203,57.8721
204,0.0408,0.0204,58.0999
205,0.041,0.0205,58.3275
206,0.0412,0.0206,58.5547
207,0.0414,0.0207,58.7816
208,0.0416,0.0208,59.0082
209,0.0418,0.0209,59.2345
210,0.042,0.021,59.4604
211,0.0422,0.0211,59.6861
212,0.0424,0.0212,59.9115
213,0.0426,0.0213,60.1365
214,0.0428,0.0214,60.3613
215,0.043,0.0215,60.5858
216,0.0432,0.0216,60.81
217,0.0434,0.0217,61.034
218,0.0436,0.0218,61.2577
219,0.0438,0.0219,61.481
220,0.044,0.022,61.7042
221,0.0442,0.0221,61.927
222,0.0444,0.0222,62.1496
223,0.0446,0.0223,62.372
224,0.0448,0.0224,62.5941
225,0.045,0.0225,62.8159
226,0.0452,0.0226,63.0375
227,0.0454,0.0227,63.2589
228,0.0456,0.0228,63.48
229,0.0458,0.0229,63.7009
230,0.046,0.023,63.9215
231,0.0462,0.0231,64.1419
232,0.0464,0.0232,64.3621
233,0.0466,0.0233,64.5821
234,0.0468,0.0234,64.8018
235,0.047,0.0235,65.0213
236,0.0472,0.0236,65.2406
237,0.0474,0.0237,65.4597
238,0.0476,0.0238,65.6786
239,0.0478,0.0239,65.8973
240,0.048,0.024,66.1158
241,0.0482,0.0241,66.334
242,0.0484,0.0242,66.5521
243,0.0486,0.0243,66.77
244,0.0488,0.0244,66.9877
245,0.049,0.0245,67.2052
246,0.0492,0.0246,67.4225
247,0.0494,0.0247,67.6396
248,0.0496,0.0248,67.8566
249,0.0498,0.0249,68.0733
250,0.05,0.025,68.2899
251,0.0502,0.0251,68.5064
252,0.0504,0.0252,68.7226
253,0.0506,0.0253,68.9387
254,0.0508,0.0254,69.1546
255,0.051,0.0255,69.3704
256,0.0512,0.0256,69.5859
257,0.0514,0.0257,69.8014
258,0.0516,0.0258,70.0166
259,0.0518,0.0259,70.2318
260,0.052,0.026,70.4467
261,0.0522,0.0261,70.6615
262,0.0524,0.0262,70.8762
263,0.0526,0.0263,71.0907
264,0.0528,0.0264,71.3051
265,0.053,0.0265,71.5193
266,0.0532,0.0266,71.7334
267,0.0534,0.0267,71.9474
268,0.0536,0.0268,72.1612
269,0.0538,0.0269,72.3749
270,0.054,0.027,72.5884
271,0.0542,0.0271,72.8019
272,0.0544,0.0272,73.0152
273,0.0546,0.0273,73.2283
274,0.0548,0.0274,73.4414
275,0.055,0.0275,73.6543
276,0.0552,0.0276,73.8671
277,0.0554,0.0277,74.0798
278,0.0556,0.0278,74.2923
279,0.0558,0.0279,74.5048
280,0.056,0.028,74.7171
281,0.0562,0.0281,74.9294
282,0.0564,0.0282,75.1415
283,0.0566,0.0283,75.3535
284,0.0568,0.0284,75.5654
285,0.057,0.0285,75.7772
286,0.0572,0.0286,75.9889
287,0.0574,0.0287,76.2005
288,0.0576,0.0288,76.4119
289,0.0578,0.0289,76.6233
290,0.058,0.029,76.8346
291,0.0582,0.0291,77.0458
292,0.0584,0.0292,77.2569
293,0.0586,0.0293,77.4679
294,0.0588,0.0294,77.6788
295,0.059,0.0295,77.8896
296,0.0592,0.0296,78.1004
297,0.0594,0.0297,78.311
298,0.0596,0.0298,78.5216
299,0.0598,0.0299,78.732
300,0.06,0.03,78.9424
301,0.0602,0.03,78.7582
302,0.0604,0.03,78.6353
303,0.0606,0.03,78.5198
304,0.0608,0.03,78.4073
305,0.061,0.03,78.2968
306,0.0612,0.03,78.188
307,0.0614,0.03,78.0808
308,0.0616,0.03,77.9751
309,0.0618,0.03,77.8709
310,0.062,0.03,77.7683
311,0.0622,0.03,77.6671
312,0.0624,0.03,77.5673
313,0.0626,0.03,77.4689
314,0.0628,0.03,77.3718
315,0.063,0.03,77.2762
316,0.0632,0.03,77.1818
317,0.0634,0.03,77.0887
318,0.0636,0.03,76.9968
319,0.0638,0.03,76.9062
320,0.064,0.03,76.8168
321,0.0642,0.03,76.7285
322,0.0644,0.03,76.6414
323,0.0646,0.03,76.5555
324,0.0648,0.03,76.4707
325,0.065,0.03,76.3869
326,0.0652,0.03,76.3043
327,0.0654,0.03,76.2226
328,0.0656,0.03,76.1421
329,0.0658,0.03,76.0625
330,0.066,0.03,75.9839
331,0.0662,0.03,75.9063
332,0.0664,0.03,75.8296
333,0.0666,0.03,75.7539
334,0.0668,0.03,75.6791
335,0.067,0.03,75.6052
336,0.0672,0.03,75.5322
337,0.0674,0.03,75.46
338,0.0676,0.03,75.3888
339,0.0678,0.03,75.3183
340,0.068,0.03,75.2487
341,0.0682,0.03,75.1799
342,0.0684,0.03,75.1119
343,0.0686,0.03,75.0447
344,0.0688,0.03,74.9782
345,0.069,0.03,74.9125
346,0.0692,0.03,74.8476
347,0.0694,0.03,74.7833
348,0.0696,0.03,74.7198
349,0.0698,0.03,74.657
350,0.07,0.03,74.5949
351,0.0702,0.03,74.5335
352,0.0704,0.03,74.4728
353,0.0706,0.03,74.4127
354,0.0708,0.03,74.3533
355,0.071,0.03,74.2945
356,0.0712,0.03,74.2363
357,0.0714,0.03,74.1788
358,0.0716,0.03,74.1218
359,0.0718,0.03,74.0655
360,0.072,0.03,74.0098
361,0.0722,0.03,73.9546
362,0.0724,0.03,73.9
363,0.0726,0.03,73.846
364,0.0728,0.03,73.7925
365,0.073,0.03,73.7396
366,0.0732,0.03,73.6872
367,0.0734,0.03,73.6354
368,0.0736,0.03,73.5841
369,0.0738,0.03,73.5332
370,0.074,0.03,73.4829
371,0.0742,0.03,73.4331
372,0.0744,0.03,73.3838
373,0.0746,0.03,73.335
374,0.0748,0.03,73.2866
375,0.075,0.03,73.2387
376,0.0752,0.03,73.1913
377,0.0754,0.03,73.1444
378,0.0756,0.03,73.0978
379,0.0758,0.03,73.0518
380,0.076,0.03,73.0061
381,0.0762,0.03,72.9609
382,0.0764,0.03,72.9162
383,0.0766,0.03,72.8718
384,0.0768,0.03,72.8279
385,0.077,0.03,72.7843
386,0.0772,0.03,72.7412
387,0.0774,0.03,72.6985
388,0.0776,0.03,72.6561
389,0.0778,0.03,72.6142
390,0.078,0.03,72.5726
391,0.0782,0.03,72.5314
392,0.0784,0.03,72.4906
393,0.0786,0.03,72.4501
394,0.0788,0.03,72.41
395,0.079,0.03,72.3702
396,0.0792,0.03,72.3308
397,0.0794,0.03,72.2918
398,0.0796,0.03,72.2531
399,0.0798,0.03,72.2147
400,0.08,0.03,72.1767
401,0.0802,0.03,72.139
402,0.0804,0.03,72.1016
403,0.0806,0.03,72.0645
404,0.0808,0.03,72.0278
405,0.081,0.03,71.9913
406,0.0812,0.03,71.9552
407,0.0814,0.03,71.9194
408,0.0816,0.03,71.8839
409,0.0818,0.03,71.8486
410,0.082,0.03,71.8137
411,0.0822,0.03,71.7791
412,0.0824,0.03,71.7447
413,0.0826,0.03,71.7106
414,0.0828,0.03,71.6768
415,0.083,0.03,71.6433
416,0.0832,0.03,71.6101
417,0.0834,0.03,71.5771
418,0.0836,0.03,71.5444
419,0.0838,0.03,71.512
420,0.084,0.03,71.4798
421,0.0842,0.03,71.4478
422,0.0844,0.03,71.4162
423,0.0846,0.03,71.3847
424,0.0848,0.03,71.3536
425,0.085,0.03,71.3226
426,0.0852,0.03,71.2919
427,0.0854,0.03,71.2615
428,0.0856,0.03,71.2313
429,0.0858,0.03,71.2013
430,0.086,0.03,71.1715
431,0.0862,0.03,71.142
432,0.0864,0.03,71.1127
433,0.0866,0.03,71.0836
434,0.0868,0.03,71.0548
435,0.087,0.03,71.0261
436,0.0872,0.03,70.9977
437,0.0874,0.03,70.9695
438,0.0876,0.03,70.9415
439,0.0878,0.03,70.9137
440,0.088,0.03,70.8862
441,0.0882,0.03,70.8588
442,0.0884,0.03,70.8316
443,0.0886,0.03,70.8046
444,0.0888,0.03,70.7779
445,0.089,0.03,70.7513
446,0.0892,0.03,70.7249
447,0.0894,0.03,70.6987
448,0.0896,0.03,70.6727
449,0.0898,0.03,70.6469
450,0.09,0.03,70.6212
451,0.0902,0.03,70.5958
452,0.0904,0.03,70.5705
453,0.0906,0.03,70.5454
454,0.0908,0.03,70.5205
455,0.091,0.03,70.4958
456,0.0912,0.03,70.4712
457,0.0914,0.03,70.4468
458,0.0916,0.03,70.4226
459,0.0918,0.03,70.3985
460,0.092,0.03,70.3746
461,0.0922,0.03,70.3509
462,0.0924,0.03,70.3273
463,0.0926,0.03,70.3039
464,0.0928,0.03,70.2807
465,0.093,0.03,70.2576
466,0.0932,0.03,70.2347
467,0.0934,0.03,70.2119
468,0.0936,0.03,70.1893
469,0.0938,0.03,70.1668
470,0.094,0.03,70.1445
471,0.0942,0.03,70.1224
472,0.0944,0.03,70.1004
473,0.0946,0.03,70.0785
474,0.0948,0.03,70.0568
475,0.095,0.03,70.0352
476,0.0952,0.03,70.0137
477,0.0954,0.03,69.9924
478,0.0956,0.03,69.9713
479,0.0958,0.03,69.9503
480,0.096,0.03,69.9294
481,0.0962,0.03,69.9086
482,0.0964,0.03,69.888
483,0.0966,0.03,69.8675
484,0.0968,0.03,69.8472
485,0.097,0.03,69.827
486,0.0972,0.03,69.8069
487,0.0974,0.03,69.7869
488,0.0976,0.03,69.7671
489,0.0978,0.03,69.7474
490,0.098,0.03,69.7278
491,0.0982,0.03,69.7083
492,0.0984,0.03,69.689
493,0.0986,0.03,69.6697
494,0.0988,0.03,69.6506
495,0.099,0.03,69.6317
496,0.0992,0.03,69.6128
497,0.0994,0.03,69.594
498,0.0996,0.03,69.5754
499,0.0998,0.03,69.5569
500,0.1,0.03,69.5385
