step,time,strain_xx,stress_xx
212,0.0424,0.03,75.9733
213,0.0426,0.03,75.8957
214,0.0428,0.03,75.819
215,0.043,0.03,75.7432
216,0.0432,0.03,75.6684
217,0.0434,0.03,75.5944
218,0.0436,0.03,75.5214
219,0.0438,0.03,75.4492
220,0.044,0.03,75.3779
221,0.0442,0.03,75.3074
222,0.0444,0.03,75.2378
223,0.0446,0.03,75.1689
224,0.0448,0.03,75.1009
225,0.045,0.03,75.0336
226,0.0452,0.03,74.9671
227,0.0454,0.03,74.9014
228,0.0456,0.03,74.8364
229,0.0458,0.03,74.7722
230,0.046,0.03,74.7087
231,0.0462,0.03,74.6458
232,0.0464,0.03,74.5837
233,0.0466,0.03,74.5223
234,0.0468,0.03,74.4615
235,0.047,0.03,74.4014
236,0.0472,0.03,74.342
237,0.0474,0.03,74.2832
238,0.0476,0.03,74.225
239,0.0478,0.03,74.1674
240,0.048,0.03,74.1105
241,0.0482,0.03,74.0541
242,0.0484,0.03,73.9984
243,0.0486,0.03,73.9432
244,0.0488,0.03,73.8886
245,0.049,0.03,73.8346
246,0.0492,0.03,73.7811
247,0.0494,0.03,73.7282
248,0.0496,0.03,73.6758
249,0.0498,0.03,73.6239
250,0.05,0.03,73.5726
251,0.0502,0.03,73.5218
252,0.0504,0.03,73.4715
253,0.0506,0.03,73.4216
254,0.0508,0.03,73.3723
255,0.051,0.03,73.3235
256,0.0512,0.03,73.2751
257,0.0514,0.03,73.2272
258,0.0516,0.03,73.1798
259,0.0518,0.03,73.1328
260,0.052,0.03,73.0863
261,0.0522,0.03,73.0402
262,0.0524,0.03,72.9946
263,0.0526,0.03,72.9494
264,0.0528,0.03,72.9046
265,0.053,0.03,72.8603
266,0.0532,0.03,72.8163
267,0.0534,0.03,72.7728
268,0.0536,0.03,72.7297
269,0.0538,0.03,72.6869
270,0.054,0.03,72.6446
271,0.0542,0.03,72.6026
272,0.0544,0.03,72.5611
273,0.0546,0.03,72.5199
274,0.0548,0.03,72.479
275,0.055,0.03,72.4386
276,0.0552,0.03,72.3985
277,0.0554,0.03,72.3587
278,0.0556,0.03,72.3193
279,0.0558,0.03,72.2803
280,0.056,0.03,72.2416
281,0.0562,0.03,72.2032
282,0.0564,0.03,72.1652
283,0.0566,0.03,72.1275
284,0.0568,0.03,72.0901
285,0.057,0.03,72.053
286,0.0572,0.03,72.0163
287,0.0574,0.03,71.9798
288,0.0576,0.03,71.9437
289,0.0578,0.03,71.9079
290,0.058,0.03,71.8724
291,0.0582,0.03,71.8372
292,0.0584,0.03,71.8022
293,0.0586,0.03,71.7676
294,0.0588,0.03,71.7333
295,0.059,0.03,71.6992
296,0.0592,0.03,71.6654
297,0.0594,0.03,71.6319
298,0.0596,0.03,71.5987
299,0.0598,0.03,71.5657
300,0.06,0.03,71.533
301,0.0602,0.03,71.5006
302,0.0604,0.03,71.4684
303,0.0606,0.03,71.4365
304,0.0608,0.03,71.4048
305,0.061,0.03,71.3734
306,0.0612,0.03,71.3422
307,0.0614,0.03,71.3113
308,0.0616,0.03,71.2806
309,0.0618,0.03,71.2501
310,0.062,0.03,71.2199
311,0.0622,0.03,71.19
312,0.0624,0.03,71.1602
313,0.0626,0.03,71.1307
314,0.0628,0.03,71.1014
315,0.063,0.03,71.0723
316,0.0632,0.03,71.0435
317,0.0634,0.03,71.0149
318,0.0636,0.03,70.9865
319,0.0638,0.03,70.9583
320,0.064,0.03,70.9303
321,0.0642,0.03,70.9025
322,0.0644,0.03,70.8749
323,0.0646,0.03,70.8476
324,0.0648,0.03,70.8204
325,0.065,0.03,70.7934
326,0.0652,0.03,70.7667
327,0.0654,0.03,70.7401
328,0.0656,0.03,70.7137
329,0.0658,0.03,70.6875
330,0.066,0.03,70.6615
331,0.0662,0.03,70.6357
332,0.0664,0.03,70.6101
333,0.0666,0.03,70.5846
334,0.0668,0.03,70.5594
335,0.067,0.03,70.5343
336,0.0672,0.03,70.5094
337,0.0674,0.03,70.4847
338,0.0676,0.03,70.4601
339,0.0678,0.03,70.4357
340,0.068,0.03,70.4115
341,0.0682,0.03,70.3875
342,0.0684,0.03,70.3636
343,0.0686,0.03,70.3399
344,0.0688,0.03,70.3163
345,0.069,0.03,70.2929
346,0.0692,0.03,70.2697
347,0.0694,0.03,70.2466
348,0.0696,0.03,70.2237
349,0.0698,0.03,70.201
350,0.07,0.03,70.1784
351,0.0702,0.03,70.1559
352,0.0704,0.03,70.1336
353,0.0706,0.03,70.1114
354,0.0708,0.03,70.0894
355,0.071,0.03,70.0676
356,0.0712,0.03,70.0459
357,0.0714,0.03,70.0243
358,0.0716,0.03,70.0029
359,0.0718,0.03,69.9816
360,0.072,0.03,69.9604
361,0.0722,0.03,69.9394
362,0.0724,0.03,69.9186
363,0.0726,0.03,69.8978
364,0.0728,0.03,69.8772
365,0.073,0.03,69.8567
366,0.0732,0.03,69.8364
367,0.0734,0.03,69.8162
368,0.0736,0.03,69.7961
369,0.0738,0.03,69.7762
370,0.074,0.03,69.7563
371,0.0742,0.03,69.7366
372,0.0744,0.03,69.717
373,0.0746,0.03,69.6976
374,0.0748,0.03,69.6783
375,0.075,0.03,69.659
376,0.0752,0.03,69.64
377,0.0754,0.03,69.621
378,0.0756,0.03,69.6021
379,0.0758,0.03,69.5834
380,0.076,0.03,69.5648
381,0.0762,0.03,69.5463
382,0.0764,0.03,69.5279
383,0.0766,0.03,69.5096
384,0.0768,0.03,69.4914
385,0.077,0.03,69.4733
386,0.0772,0.03,69.4554
387,0.0774,0.03,69.4375
388,0.0776,0.03,69.4198
389,0.0778,0.03,69.4022
390,0.078,0.03,69.3847
391,0.0782,0.03,69.3672
392,0.0784,0.03,69.3499
393,0.0786,0.03,69.3327
394,0.0788,0.03,69.3156
395,0.079,0.03,69.2986
396,0.0792,0.03,69.2817
397,0.0794,0.03,69.2649
398,0.0796,0.03,69.2481
399,0.0798,0.03,69.2315
400,0.08,0.03,69.215
401,0.0802,0.03,69.1986
402,0.0804,0.03,69.1823
403,0.0806,0.03,69.166
404,0.0808,0.03,69.1499
405,0.081,0.03,69.1338
406,0.0812,0.03,69.1179
407,0.0814,0.03,69.102
408,0.0816,0.03,69.0862
409,0.0818,0.03,69.0706
410,0.082,0.03,69.055
411,0.0822,0.03,69.0395
412,0.0824,0.03,69.024
413,0.0826,0.03,69.0087
414,0.0828,0.03,68.9935
415,0.083,0.03,68.9783
416,0.0832,0.03,68.9632
417,0.0834,0.03,68.9482
418,0.0836,0.03,68.9333
419,0.0838,0.03,68.9185
420,0.084,0.03,68.9037
421,0.0842,0.03,68.8891
422,0.0844,0.03,68.8745
423,0.0846,0.03,68.86
424,0.0848,0.03,68.8456
425,0.085,0.03,68.8312
426,0.0852,0.03,68.817
427,0.0854,0.03,68.8028
428,0.0856,0.03,68.7887
429,0.0858,0.03,68.7746
430,0.086,0.03,68.7607
431,0.0862,0.03,68.7468
432,0.0864,0.03,68.733
433,0.0866,0.03,68.7192
434,0.0868,0.03,68.7056
435,0.087,0.03,68.6923
436,0.0872,0.03,68.6787
437,0.0874,0.03,68.6652
438,0.0876,0.03,68.6519
439,0.0878,0.03,68.6386
440,0.088,0.03,68.6253
441,0.0882,0.03,68.6121
442,0.0884,0.03,68.599
443,0.0886,0.03,68.586
444,0.0888,0.03,68.5731
445,0.089,0.03,68.5602
446,0.0892,0.03,68.5473
447,0.0894,0.03,68.5346
448,0.0896,0.03,68.5219
449,0.0898,0.03,68.5092
450,0.09,0.03,68.4967
451,0.0902,0.03,68.4842
452,0.0904,0.03,68.4717
453,0.0906,0.03,68.4593
454,0.0908,0.03,68.447
455,0.091,0.03,68.4348
456,0.0912,0.03,68.4226
457,0.0914,0.03,68.4105
458,0.0916,0.03,68.3984
459,0.0918,0.03,68.3864
460,0.092,0.03,68.3744
461,0.0922,0.03,68.3626
462,0.0924,0.03,68.3507
463,0.0926,0.03,68.339
464,0.0928,0.03,68.3273
465,0.093,0.03,68.3156
466,0.0932,0.03,68.304
467,0.0934,0.03,68.2925
468,0.0936,0.03,68.281
469,0.0938,0.03,68.2696
470,0.094,0.03,68.2582
471,0.0942,0.03,68.2469
472,0.0944,0.03,68.2356
473,0.0946,0.03,68.2244
474,0.0948,0.03,68.2133
475,0.095,0.03,68.2022
476,0.0952,0.03,68.1912
477,0.0954,0.03,68.1802
478,0.0956,0.03,68.1692
479,0.0958,0.03,68.1584
480,0.096,0.03,68.1475
481,0.0962,0.03,68.1367
482,0.0964,0.03,68.126
483,0.0966,0.03,68.1153
484,0.0968,0.03,68.1047
485,0.097,0.03,68.0942
486,0.0972,0.03,68.0836
487,0.0974,0.03,68.0732
488,0.0976,0.03,68.0627
489,0.0978,0.03,68.0524
490,0.098,0.03,68.042
491,0.0982,0.03,68.0318
492,0.0984,0.03,68.0215
493,0.0986,0.03,68.0113
494,0.0988,0.03,68.0012
495,0.099,0.03,67.9911
496,0.0992,0.03,67.9811
497,0.0994,0.03,67.9711
498,0.0996,0.03,67.9611
499,0.0998,0.03,67.9512
500,0.1,0.03,67.9414
