step,time,strain_xx,stress_xx
163,0.0326,0.0163,53.9292
164,0.0328,0.0164,54.2585
165,0.033,0.0165,54.5875
166,0.0332,0.0166,54.9164
167,0.0334,0.0167,55.245
168,0.0336,0.0168,55.5734
169,0.0338,0.0169,55.9016
170,0.034,0.017,56.2296
171,0.0342,0.0171,56.5573
172,0.0344,0.0172,56.8849
173,0.0346,0.0173,57.2122
174,0.0348,0.0174,57.5392
175,0.035,0.0175,57.8661
176,0.0352,0.0176,58.1927
177,0.0354,0.0177,58.5191
178,0.0356,0.0178,58.8452
179,0.0358,0.0179,59.1711
180,0.036,0.018,59.4968
181,0.0362,0.0181,59.8222
182,0.0364,0.0182,60.1473
183,0.0366,0.0183,60.4723
184,0.0368,0.0184,60.797
185,0.037,0.0185,61.1214
186,0.0372,0.0186,61.4456
187,0.0374,0.0187,61.7695
188,0.0376,0.0188,62.0932
189,0.0378,0.0189,62.4166
190,0.038,0.019,62.7397
191,0.0382,0.0191,63.0626
192,0.0384,0.0192,63.3853
193,0.0386,0.0193,63.7077
194,0.0388,0.0194,64.0298
195,0.039,0.0195,64.3516
196,0.0392,0.0196,64.6732
197,0.0394,0.0197,64.9945
198,0.0396,0.0198,65.3156
199,0.0398,0.0199,65.6363
200,0.04,0.02,65.9568
201,0.0402,0.0201,66.277
202,0.0404,0.0202,66.597
203,0.0406,0.0203,66.9167
204,0.0408,0.0204,67.236
205,0.041,0.0205,67.5551
206,0.0412,0.0206,67.874
207,0.0414,0.0207,68.1925
208,0.0416,0.0208,68.5108
209,0.0418,0.0209,68.8287
210,0.042,0.021,69.1464
211,0.0422,0.0211,69.4638
212,0.0424,0.0212,69.7809
213,0.0426,0.0213,70.0977
214,0.0428,0.0214,70.4142
215,0.043,0.0215,70.7305
216,0.0432,0.0216,71.0464
217,0.0434,0.0217,71.362
218,0.0436,0.0218,71.6774
219,0.0438,0.0219,71.9924
220,0.044,0.022,72.3072
221,0.0442,0.0221,72.6216
222,0.0444,0.0222,72.9357
223,0.0446,0.0223,73.2496
224,0.0448,0.0224,73.5631
225,0.045,0.0225,73.8763
226,0.0452,0.0226,74.1893
227,0.0454,0.0227,74.5019
228,0.0456,0.0228,74.8142
229,0.0458,0.0229,75.1262
230,0.046,0.023,75.4379
231,0.0462,0.0231,75.7492
232,0.0464,0.0232,76.0603
233,0.0466,0.0233,76.3711
234,0.0468,0.0234,76.6815
235,0.047,0.0235,76.9916
236,0.0472,0.0236,77.3014
237,0.0474,0.0237,77.6109
238,0.0476,0.0238,77.9201
239,0.0478,0.0239,78.229
240,0.048,0.024,78.5375
241,0.0482,0.0241,78.8457
242,0.0484,0.0242,79.1536
243,0.0486,0.0243,79.4612
244,0.0488,0.0244,79.7685
245,0.049,0.0245,80.0754
246,0.0492,0.0246,80.382
247,0.0494,0.0247,80.6883
248,0.0496,0.0248,80.9943
249,0.0498,0.0249,81.2999
250,0.05,0.025,81.6053
251,0.0502,0.0251,81.9103
252,0.0504,0.0252,82.2149
253,0.0506,0.0253,82.5193
254,0.0508,0.0254,82.8233
255,0.051,0.0255,83.127
256,0.0512,0.0256,83.4303
257,0.0514,0.0257,83.7334
258,0.0516,0.0258,84.0361
259,0.0518,0.0259,84.3385
260,0.052,0.026,84.6405
261,0.0522,0.0261,84.9422
262,0.0524,0.0262,85.2436
263,0.0526,0.0263,85.5447
264,0.0528,0.0264,85.8454
265,0.053,0.0265,86.1458
266,0.0532,0.0266,86.4458
267,0.0534,0.0267,86.7456
268,0.0536,0.0268,87.045
269,0.0538,0.0269,87.344
270,0.054,0.027,87.6428
271,0.0542,0.0271,87.9411
272,0.0544,0.0272,88.2392
273,0.0546,0.0273,88.5369
274,0.0548,0.0274,88.8343
275,0.055,0.0275,89.1314
276,0.0552,0.0276,89.4281
277,0.0554,0.0277,89.7245
278,0.0556,0.0278,90.0206
279,0.0558,0.0279,90.3163
280,0.056,0.028,90.6117
281,0.0562,0.0281,90.9068
282,0.0564,0.0282,91.2015
283,0.0566,0.0283,91.4959
284,0.0568,0.0284,91.7899
285,0.057,0.0285,92.0836
286,0.0572,0.0286,92.377
287,0.0574,0.0287,92.6701
288,0.0576,0.0288,92.9628
289,0.0578,0.0289,93.2552
290,0.058,0.029,93.5472
291,0.0582,0.0291,93.8389
292,0.0584,0.0292,94.1303
293,0.0586,0.0293,94.4213
294,0.0588,0.0294,94.712
295,0.059,0.0295,95.0024
296,0.0592,0.0296,95.2924
297,0.0594,0.0297,95.5821
298,0.0596,0.0298,95.8715
299,0.0598,0.0299,96.1606
300,0.06,0.03,96.4493
301,0.0602,0.03,96.3411
302,0.0604,0.03,96.2925
303,0.0606,0.03,96.2498
304,0.0608,0.03,96.2086
305,0.061,0.03,96.1679
306,0.0612,0.03,96.1273
307,0.0614,0.03,96.087
308,0.0616,0.03,96.0468
309,0.0618,0.03,96.0068
310,0.062,0.03,95.967
311,0.0622,0.03,95.9272
312,0.0624,0.03,95.8877
313,0.0626,0.03,95.8483
314,0.0628,0.03,95.8091
315,0.063,0.03,95.77
316,0.0632,0.03,95.731
317,0.0634,0.03,95.6922
318,0.0636,0.03,95.6536
319,0.0638,0.03,95.6151
320,0.064,0.03,95.5768
321,0.0642,0.03,95.5386
322,0.0644,0.03,95.5005
323,0.0646,0.03,95.4626
324,0.0648,0.03,95.4248
325,0.065,0.03,95.3872
326,0.0652,0.03,95.3498
327,0.0654,0.03,95.3124
328,0.0656,0.03,95.2752
329,0.0658,0.03,95.2382
330,0.066,0.03,95.2013
331,0.0662,0.03,95.1645
332,0.0664,0.03,95.1279
333,0.0666,0.03,95.0914
334,0.0668,0.03,95.055
335,0.067,0.03,95.0188
336,0.0672,0.03,94.9827
337,0.0674,0.03,94.9468
338,0.0676,0.03,94.911
339,0.0678,0.03,94.8753
340,0.068,0.03,94.8398
341,0.0682,0.03,94.8043
342,0.0684,0.03,94.7691
343,0.0686,0.03,94.7339
344,0.0688,0.03,94.6989
345,0.069,0.03,94.664
346,0.0692,0.03,94.6292
347,0.0694,0.03,94.5946
348,0.0696,0.03,94.5601
349,0.0698,0.03,94.5257
350,0.07,0.03,94.4915
351,0.0702,0.03,94.4573
352,0.0704,0.03,94.4233
353,0.0706,0.03,94.3894
354,0.0708,0.03,94.3557
355,0.071,0.03,94.322
356,0.0712,0.03,94.2885
357,0.0714,0.03,94.2551
358,0.0716,0.03,94.2219
359,0.0718,0.03,94.1887
360,0.072,0.03,94.1557
361,0.0722,0.03,94.1228
362,0.0724,0.03,94.09
363,0.0726,0.03,94.0573
364,0.0728,0.03,94.0248
365,0.073,0.03,93.9923
366,0.0732,0.03,93.96
367,0.0734,0.03,93.9278
368,0.0736,0.03,93.8957
369,0.0738,0.03,93.8637
370,0.074,0.03,93.8319
371,0.0742,0.03,93.8001
372,0.0744,0.03,93.7685
373,0.0746,0.03,93.737
374,0.0748,0.03,93.7055
375,0.075,0.03,93.6742
376,0.0752,0.03,93.6431
377,0.0754,0.03,93.612
378,0.0756,0.03,93.581
379,0.0758,0.03,93.5501
380,0.076,0.03,93.5194
381,0.0762,0.03,93.4887
382,0.0764,0.03,93.4582
383,0.0766,0.03,93.4278
384,0.0768,0.03,93.3974
385,0.077,0.03,93.3672
386,0.0772,0.03,93.3371
387,0.0774,0.03,93.3071
388,0.0776,0.03,93.2772
389,0.0778,0.03,93.2474
390,0.078,0.03,93.2177
391,0.0782,0.03,93.1881
392,0.0784,0.03,93.1586
393,0.0786,0.03,93.1292
394,0.0788,0.03,93.0999
395,0.079,0.03,93.0707
396,0.0792,0.03,93.0416
397,0.0794,0.03,93.0126
398,0.0796,0.03,92.9837
399,0.0798,0.03,92.9549
400,0.08,0.03,92.9262
401,0.0802,0.03,92.8976
402,0.0804,0.03,92.8691
403,0.0806,0.03,92.8407
404,0.0808,0.03,92.8124
405,0.081,0.03,92.7842
406,0.0812,0.03,92.7561
407,0.0814,0.03,92.7281
408,0.0816,0.03,92.7002
409,0.0818,0.03,92.6723
410,0.082,0.03,92.6446
411,0.0822,0.03,92.617
412,0.0824,0.03,92.5894
413,0.0826,0.03,92.562
414,0.0828,0.03,92.5346
415,0.083,0.03,92.5073
416,0.0832,0.03,92.4801
417,0.0834,0.03,92.453
418,0.0836,0.03,92.426
419,0.0838,0.03,92.3991
420,0.084,0.03,92.3723
421,0.0842,0.03,92.3456
422,0.0844,0.03,92.3189
423,0.0846,0.03,92.2924
424,0.0848,0.03,92.2659
425,0.085,0.03,92.2395
426,0.0852,0.03,92.2132
427,0.0854,0.03,92.187
428,0.0856,0.03,92.1609
429,0.0858,0.03,92.1349
430,0.086,0.03,92.1089
431,0.0862,0.03,92.083
432,0.0864,0.03,92.0573
433,0.0866,0.03,92.0316
434,0.0868,0.03,92.006
435,0.087,0.03,91.9804
436,0.0872,0.03,91.955
437,0.0874,0.03,91.9296
438,0.0876,0.03,91.9043
439,0.0878,0.03,91.8791
440,0.088,0.03,91.854
441,0.0882,0.03,91.829
442,0.0884,0.03,91.804
443,0.0886,0.03,91.7792
444,0.0888,0.03,91.7544
445,0.089,0.03,91.7297
446,0.0892,0.03,91.705
447,0.0894,0.03,91.6805
448,0.0896,0.03,91.656
449,0.0898,0.03,91.6316
450,0.09,0.03,91.6073
451,0.0902,0.03,91.583
452,0.0904,0.03,91.5589
453,0.0906,0.03,91.5348
454,0.0908,0.03,91.5108
455,0.091,0.03,91.4869
456,0.0912,0.03,91.463
457,0.0914,0.03,91.4392
458,0.0916,0.03,91.4155
459,0.0918,0.03,91.3919
460,0.092,0.03,91.3683
461,0.0922,0.03,91.3448
462,0.0924,0.03,91.3214
463,0.0926,0.03,91.2981
464,0.0928,0.03,91.2748
465,0.093,0.03,91.2517
466,0.0932,0.03,91.2285
467,0.0934,0.03,91.2055
468,0.0936,0.03,91.1825
469,0.0938,0.03,91.1596
470,0.094,0.03,91.1368
471,0.0942,0.03,91.1141
472,0.0944,0.03,91.0914
473,0.0946,0.03,91.0688
474,0.0948,0.03,91.0462
475,0.095,0.03,91.0237
476,0.0952,0.03,91.0013
477,0.0954,0.03,90.979
478,0.0956,0.03,90.9567
479,0.0958,0.03,90.9346
480,0.096,0.03,90.9124
481,0.0962,0.03,90.8904
482,0.0964,0.03,90.8684
483,0.0966,0.03,90.8465
484,0.0968,0.03,90.8246
485,0.097,0.03,90.8028
486,0.0972,0.03,90.7811
487,0.0974,0.03,90.7594
488,0.0976,0.03,90.7379
489,0.0978,0.03,90.7163
490,0.098,0.03,90.6949
491,0.0982,0.03,90.6735
492,0.0984,0.03,90.6522
493,0.0986,0.03,90.6309
494,0.0988,0.03,90.6097
495,0.099,0.03,90.5886
496,0.0992,0.03,90.5675
497,0.0994,0.03,90.5465
498,0.0996,0.03,90.5256
499,0.0998,0.03,90.5047
500,0.1,0.03,90.4839
