step,strain,p,p_over_p_eq
72,0.0108,5.10773e+06,0.858537
73,0.01095,5.17666e+06,0.870125
74,0.0111,5.24555e+06,0.881705
75,0.01125,5.3144e+06,0.893276
76,0.0114,5.38319e+06,0.904839
77,0.01155,5.45194e+06,0.916395
78,0.0117,5.52064e+06,0.927942
79,0.01185,5.58929e+06,0.939482
80,0.012,5.6579e+06,0.951014
81,0.01215,5.72646e+06,0.962538
82,0.0123,5.79497e+06,0.974054
83,0.01245,5.86344e+06,0.985562
84,0.0126,5.93186e+06,0.997063
85,0.01275,6.00024e+06,1.00856
86,0.0129,6.06857e+06,1.02004
87,0.01305,6.13685e+06,1.03152
88,0.0132,6.20509e+06,1.04299
89,0.01335,6.27329e+06,1.05445
90,0.0135,6.34144e+06,1.06591
91,0.01365,6.40955e+06,1.07736
92,0.0138,6.47762e+06,1.0888
93,0.01395,6.54564e+06,1.10023
94,0.0141,6.61361e+06,1.11166
95,0.01425,6.68155e+06,1.12307
96,0.0144,6.74944e+06,1.13449
97,0.01455,6.81728e+06,1.14589
98,0.0147,6.88509e+06,1.15729
99,0.01485,6.95285e+06,1.16868
100,0.015,7.02057e+06,1.18006
101,0.015,7.01511e+06,1.17914
102,0.015,7.00967e+06,1.17823
103,0.015,7.00427e+06,1.17732
104,0.015,6.99889e+06,1.17642
105,0.015,6.99353e+06,1.17552
106,0.015,6.98821e+06,1.17462
107,0.015,6.98291e+06,1.17373
108,0.015,6.97764e+06,1.17284
109,0.015,6.9724e+06,1.17196
110,0.015,6.96718e+06,1.17109
111,0.015,6.96199e+06,1.17021
112,0.015,6.95682e+06,1.16934
113,0.015,6.95168e+06,1.16848
114,0.015,6.94657e+06,1.16762
115,0.015,6.94149e+06,1.16677
116,0.015,6.93643e+06,1.16592
117,0.015,6.93139e+06,1.16507
118,0.015,6.92638e+06,1.16423
119,0.015,6.9214e+06,1.16339
120,0.015,6.91644e+06,1.16256
121,0.015,6.91151e+06,1.16173
122,0.015,6.9066e+06,1.1609
123,0.015,6.90172e+06,1.16008
124,0.015,6.89687e+06,1.15927
125,0.015,6.89203e+06,1.15845
126,0.015,6.88723e+06,1.15765
127,0.015,6.88244e+06,1.15684
128,0.015,6.87768e+06,1.15604
129,0.015,6.87295e+06,1.15525
130,0.015,6.86824e+06,1.15446
131,0.015,6.86355e+06,1.15367
132,0.015,6.85889e+06,1.15288
133,0.015,6.85425e+06,1.1521
134,0.015,6.84964e+06,1.15133
135,0.015,6.84505e+06,1.15056
136,0.015,6.84048e+06,1.14979
137,0.015,6.83593e+06,1.14903
138,0.015,6.83141e+06,1.14826
139,0.015,6.82691e+06,1.14751
140,0.015,6.82244e+06,1.14676
141,0.015,6.81798e+06,1.14601
142,0.015,6.81355e+06,1.14526
143,0.015,6.80915e+06,1.14452
144,0.015,6.80476e+06,1.14379
145,0.015,6.8004e+06,1.14305
146,0.015,6.79606e+06,1.14232
147,0.015,6.79174e+06,1.1416
148,0.015,6.78744e+06,1.14087
149,0.015,6.78317e+06,1.14016
150,0.015,6.77892e+06,1.13944
151,0.015,6.77469e+06,1.13873
152,0.015,6.77048e+06,1.13802
153,0.015,6.76629e+06,1.13732
154,0.015,6.76212e+06,1.13662
155,0.015,6.75798e+06,1.13592
156,0.015,6.75385e+06,1.13523
157,0.015,6.74975e+06,1.13454
158,0.015,6.74567e+06,1.13385
159,0.015,6.74161e+06,1.13317
160,0.015,6.73757e+06,1.13249
161,0.015,6.73355e+06,1.13182
162,0.015,6.72955e+06,1.13114
163,0.015,6.72557e+06,1.13047
164,0.015,6.72161e+06,1.12981
165,0.015,6.71767e+06,1.12915
166,0.015,6.71375e+06,1.12849
167,0.015,6.70986e+06,1.12783
168,0.015,6.70598e+06,1.12718
169,0.015,6.70212e+06,1.12653
170,0.015,6.69828e+06,1.12589
171,0.015,6.69446e+06,1.12525
172,0.015,6.69066e+06,1.12461
173,0.015,6.68688e+06,1.12397
174,0.015,6.68312e+06,1.12334
175,0.015,6.67938e+06,1.12271
176,0.015,6.67565e+06,1.12208
177,0.015,6.67195e+06,1.12146
178,0.015,6.66826e+06,1.12084
179,0.015,6.6646e+06,1.12023
180,0.015,6.66095e+06,1.11961
181,0.015,6.65732e+06,1.119
182,0.015,6.65371e+06,1.1184
183,0.015,6.65012e+06,1.11779
184,0.015,6.64654e+06,1.11719
185,0.015,6.64299e+06,1.11659
186,0.015,6.63945e+06,1.116
187,0.015,6.63593e+06,1.11541
188,0.015,6.63243e+06,1.11482
189,0.015,6.62894e+06,1.11423
190,0.015,6.62548e+06,1.11365
191,0.015,6.62203e+06,1.11307
192,0.015,6.6186e+06,1.11249
193,0.015,6.61519e+06,1.11192
194,0.015,6.61179e+06,1.11135
195,0.015,6.60841e+06,1.11078
196,0.015,6.60505e+06,1.11022
197,0.015,6.60171e+06,1.10965
198,0.015,6.59838e+06,1.1091
199,0.015,6.59507e+06,1.10854
200,0.015,6.59178e+06,1.10799
201,0.015,6.5885e+06,1.10744
202,0.015,6.58524e+06,1.10689
203,0.015,6.582e+06,1.10634
204,0.015,6.57877e+06,1.1058
205,0.015,6.57556e+06,1.10526
206,0.015,6.57237e+06,1.10472
207,0.015,6.56919e+06,1.10419
208,0.015,6.56603e+06,1.10366
209,0.015,6.56288e+06,1.10313
210,0.015,6.55975e+06,1.1026
211,0.015,6.55664e+06,1.10208
212,0.015,6.55354e+06,1.10156
213,0.015,6.55046e+06,1.10104
214,0.015,6.5474e+06,1.10053
215,0.015,6.54435e+06,1.10001
216,0.015,6.54131e+06,1.0995
217,0.015,6.53829e+06,1.099
218,0.015,6.53529e+06,1.09849
219,0.015,6.5323e+06,1.09799
220,0.015,6.52933e+06,1.09749
221,0.015,6.52637e+06,1.09699
222,0.015,6.52343e+06,1.0965
223,0.015,6.5205e+06,1.09601
224,0.015,6.51759e+06,1.09552
225,0.015,6.51469e+06,1.09503
226,0.015,6.51181e+06,1.09454
227,0.015,6.50894e+06,1.09406
228,0.015,6.50608e+06,1.09358
229,0.015,6.50324e+06,1.0931
230,0.015,6.50042e+06,1.09263
231,0.015,6.49761e+06,1.09216
232,0.015,6.49481e+06,1.09169
233,0.015,6.49203e+06,1.09122
234,0.015,6.48926e+06,1.09075
235,0.015,6.48651e+06,1.09029
236,0.015,6.48377e+06,1.08983
237,0.015,6.48104e+06,1.08937
238,0.015,6.47833e+06,1.08892
239,0.015,6.47564e+06,1.08846
240,0.015,6.47295e+06,1.08801
241,0.015,6.47028e+06,1.08756
242,0.015,6.46762e+06,1.08712
243,0.015,6.46498e+06,1.08667
244,0.015,6.46235e+06,1.08623
245,0.015,6.45973e+06,1.08579
246,0.015,6.45713e+06,1.08535
247,0.015,6.45454e+06,1.08492
248,0.015,6.45197e+06,1.08449
249,0.015,6.4494e+06,1.08405
250,0.015,6.44685e+06,1.08363
251,0.015,6.44431e+06,1.0832
252,0.015,6.44179e+06,1.08278
253,0.015,6.43928e+06,1.08235
254,0.015,6.43678e+06,1.08193
255,0.015,6.43429e+06,1.08152
256,0.015,6.43182e+06,1.0811
257,0.015,6.42936e+06,1.08069
258,0.015,6.42691e+06,1.08027
259,0.015,6.42448e+06,1.07986
260,0.015,6.42205e+06,1.07946
261,0.015,6.41964e+06,1.07905
262,0.015,6.41724e+06,1.07865
263,0.015,6.41486e+06,1.07825
264,0.015,6.41248e+06,1.07785
265,0.015,6.41012e+06,1.07745
266,0.015,6.40777e+06,1.07706
267,0.015,6.40543e+06,1.07666
268,0.015,6.40311e+06,1.07627
269,0.015,6.40079e+06,1.07588
270,0.015,6.39849e+06,1.0755
271,0.015,6.3962e+06,1.07511
272,0.015,6.39392e+06,1.07473
273,0.015,6.39165e+06,1.07435
274,0.015,6.3894e+06,1.07397
275,0.015,6.38715e+06,1.07359
276,0.015,6.38492e+06,1.07322
277,0.015,6.3827e+06,1.07284
278,0.015,6.38049e+06,1.07247
279,0.015,6.37829e+06,1.0721
280,0.015,6.3761e+06,1.07173
281,0.015,6.37393e+06,1.07137
282,0.015,6.37176e+06,1.071
283,0.015,6.36961e+06,1.07064
284,0.015,6.36746e+06,1.07028
285,0.015,6.36533e+06,1.06992
286,0.015,6.36321e+06,1.06957
287,0.015,6.3611e+06,1.06921
288,0.015,6.359e+06,1.06886
289,0.015,6.35691e+06,1.06851
290,0.015,6.35483e+06,1.06816
291,0.015,6.35276e+06,1.06781
292,0.015,6.35071e+06,1.06747
293,0.015,6.34866e+06,1.06712
294,0.015,6.34662e+06,1.06678
295,0.015,6.3446e+06,1.06644
296,0.015,6.34258e+06,1.0661
297,0.015,6.34058e+06,1.06576
298,0.015,6.33858e+06,1.06543
299,0.015,6.33659e+06,1.06509
300,0.015,6.33462e+06,1.06476
301,0.015,6.33265e+06,1.06443
302,0.015,6.3307e+06,1.0641
303,0.015,6.32875e+06,1.06378
304,0.015,6.32682e+06,1.06345
305,0.015,6.32489e+06,1.06313
306,0.015,6.32298e+06,1.0628
307,0.015,6.32107e+06,1.06248
308,0.015,6.31918e+06,1.06217
309,0.015,6.31729e+06,1.06185
310,0.015,6.31542e+06,1.06153
311,0.015,6.31355e+06,1.06122
312,0.015,6.31169e+06,1.06091
313,0.015,6.30984e+06,1.0606
314,0.015,6.308e+06,1.06029
315,0.015,6.30618e+06,1.05998
316,0.015,6.30436e+06,1.05967
317,0.015,6.30254e+06,1.05937
318,0.015,6.30074e+06,1.05907
319,0.015,6.29895e+06,1.05877
320,0.015,6.29717e+06,1.05847
321,0.015,6.29539e+06,1.05817
322,0.015,6.29363e+06,1.05787
323,0.015,6.29187e+06,1.05758
324,0.015,6.29013e+06,1.05728
325,0.015,6.28839e+06,1.05699
326,0.015,6.28666e+06,1.0567
327,0.015,6.28494e+06,1.05641
328,0.015,6.28323e+06,1.05612
329,0.015,6.28152e+06,1.05584
330,0.015,6.27983e+06,1.05555
331,0.015,6.27815e+06,1.05527
332,0.015,6.27647e+06,1.05499
333,0.015,6.2748e+06,1.05471
334,0.015,6.27314e+06,1.05443
335,0.015,6.27149e+06,1.05415
336,0.015,6.26985e+06,1.05387
337,0.015,6.26821e+06,1.0536
338,0.015,6.26659e+06,1.05333
339,0.015,6.26497e+06,1.05305
340,0.015,6.26336e+06,1.05278
341,0.015,6.26176e+06,1.05251
342,0.015,6.26016e+06,1.05225
343,0.015,6.25858e+06,1.05198
344,0.015,6.257e+06,1.05171
345,0.015,6.25543e+06,1.05145
346,0.015,6.25387e+06,1.05119
347,0.015,6.25232e+06,1.05093
348,0.015,6.25077e+06,1.05067
349,0.015,6.24923e+06,1.05041
350,0.015,6.24771e+06,1.05015
351,0.015,6.24618e+06,1.0499
352,0.015,6.24467e+06,1.04964
353,0.015,6.24316e+06,1.04939
354,0.015,6.24166e+06,1.04914
355,0.015,6.24017e+06,1.04889
356,0.015,6.23869e+06,1.04864
357,0.015,6.23722e+06,1.04839
358,0.015,6.23575e+06,1.04814
359,0.015,6.23429e+06,1.0479
360,0.015,6.23283e+06,1.04765
361,0.015,6.23139e+06,1.04741
362,0.015,6.22995e+06,1.04717
363,0.015,6.22852e+06,1.04693
364,0.015,6.22709e+06,1.04669
365,0.015,6.22568e+06,1.04645
366,0.015,6.22427e+06,1.04621
367,0.015,6.22287e+06,1.04598
368,0.015,6.22147e+06,1.04574
369,0.015,6.22008e+06,1.04551
370,0.015,6.2187e+06,1.04528
371,0.015,6.21733e+06,1.04505
372,0.015,6.21596e+06,1.04482
373,0.015,6.2146e+06,1.04459
374,0.015,6.21325e+06,1.04436
375,0.015,6.2119e+06,1.04413
376,0.015,6.21056e+06,1.04391
377,0.015,6.20923e+06,1.04369
378,0.015,6.20791e+06,1.04346
379,0.015,6.20659e+06,1.04324
380,0.015,6.20528e+06,1.04302
381,0.015,6.20397e+06,1.0428
382,0.015,6.20267e+06,1.04258
383,0.015,6.20138e+06,1.04237
384,0.015,6.20009e+06,1.04215
385,0.015,6.19882e+06,1.04193
386,0.015,6.19754e+06,1.04172
387,0.015,6.19628e+06,1.04151
388,0.015,6.19502e+06,1.0413
389,0.015,6.19377e+06,1.04109
390,0.015,6.19252e+06,1.04088
391,0.015,6.19128e+06,1.04067
392,0.015,6.19004e+06,1.04046
393,0.015,6.18882e+06,1.04025
394,0.015,6.1876e+06,1.04005
395,0.015,6.18638e+06,1.03984
396,0.015,6.18517e+06,1.03964
397,0.015,6.18397e+06,1.03944
398,0.015,6.18277e+06,1.03924
399,0.015,6.18158e+06,1.03904
400,0.015,6.1804e+06,1.03884
401,0.015,6.17922e+06,1.03864
402,0.015,6.17805e+06,1.03844
403,0.015,6.17688e+06,1.03825
404,0.015,6.17572e+06,1.03805
405,0.015,6.17457e+06,1.03786
406,0.015,6.17342e+06,1.03767
407,0.015,6.17227e+06,1.03747
408,0.015,6.17114e+06,1.03728
409,0.015,6.17001e+06,1.03709
410,0.015,6.16888e+06,1.0369
411,0.015,6.16776e+06,1.03671
412,0.015,6.16665e+06,1.03653
413,0.015,6.16554e+06,1.03634
414,0.015,6.16444e+06,1.03616
415,0.015,6.16334e+06,1.03597
416,0.015,6.16225e+06,1.03579
417,0.015,6.16116e+06,1.03561
418,0.015,6.16008e+06,1.03542
419,0.015,6.15901e+06,1.03524
420,0.015,6.15794e+06,1.03506
421,0.015,6.15687e+06,1.03488
422,0.015,6.15581e+06,1.03471
423,0.015,6.15476e+06,1.03453
424,0.015,6.15371e+06,1.03435
425,0.015,6.15267e+06,1.03418
426,0.015,6.15163e+06,1.034
427,0.015,6.1506e+06,1.03383
428,0.015,6.14958e+06,1.03366
429,0.015,6.14856e+06,1.03349
430,0.015,6.14754e+06,1.03332
431,0.015,6.14653e+06,1.03315
432,0.015,6.14552e+06,1.03298
433,0.015,6.14452e+06,1.03281
434,0.015,6.14353e+06,1.03264
435,0.015,6.14254e+06,1.03247
436,0.015,6.14155e+06,1.03231
437,0.015,6.14057e+06,1.03214
438,0.015,6.1396e+06,1.03198
439,0.015,6.13863e+06,1.03182
440,0.015,6.13766e+06,1.03166
441,0.015,6.1367e+06,1.03149
442,0.015,6.13574e+06,1.03133
443,0.015,6.13479e+06,1.03117
444,0.015,6.13385e+06,1.03101
445,0.015,6.13291e+06,1.03086
446,0.015,6.13197e+06,1.0307
447,0.015,6.13104e+06,1.03054
448,0.015,6.13011e+06,1.03039
449,0.015,6.12919e+06,1.03023
450,0.015,6.12827e+06,1.03008
451,0.015,6.12736e+06,1.02992
452,0.015,6.12645e+06,1.02977
453,0.015,6.12555e+06,1.02962
454,0.015,6.12465e+06,1.02947
455,0.015,6.12376e+06,1.02932
456,0.015,6.12287e+06,1.02917
457,0.015,6.12198e+06,1.02902
458,0.015,6.1211e+06,1.02887
459,0.015,6.12023e+06,1.02872
460,0.015,6.11935e+06,1.02858
461,0.015,6.11849e+06,1.02843
462,0.015,6.11762e+06,1.02829
463,0.015,6.11677e+06,1.02814
464,0.015,6.11591e+06,1.028
465,0.015,6.11506e+06,1.02786
466,0.015,6.11422e+06,1.02771
467,0.015,6.11338e+06,1.02757
468,0.015,6.11254e+06,1.02743
469,0.015,6.11171e+06,1.02729
470,0.015,6.11088e+06,1.02715
471,0.015,6.11006e+06,1.02702
472,0.015,6.10924e+06,1.02688
473,0.015,6.10842e+06,1.02674
474,0.015,6.10761e+06,1.0266
475,0.015,6.1068e+06,1.02647
476,0.015,6.106e+06,1.02633
477,0.015,6.1052e+06,1.0262
478,0.015,6.1044e+06,1.02607
479,0.015,6.10361e+06,1.02593
480,0.015,6.10283e+06,1.0258
481,0.015,6.10204e+06,1.02567
482,0.015,6.10127e+06,1.02554
483,0.015,6.10049e+06,1.02541
484,0.015,6.09972e+06,1.02528
485,0.015,6.09895e+06,1.02515
486,0.015,6.09819e+06,1.02502
487,0.015,6.09743e+06,1.02489
488,0.015,6.09668e+06,1.02477
489,0.015,6.09592e+06,1.02464
490,0.015,6.09518e+06,1.02451
491,0.015,6.09443e+06,1.02439
492,0.015,6.09369e+06,1.02426
493,0.015,6.09296e+06,1.02414
494,0.015,6.09222e+06,1.02402
495,0.015,6.0915e+06,1.0239
496,0.015,6.09077e+06,1.02377
497,0.015,6.09005e+06,1.02365
498,0.015,6.08933e+06,1.02353
499,0.015,6.08862e+06,1.02341
500,0.015,6.08791e+06,1.02329
501,0.015,6.0872e+06,1.02317
502,0.015,6.0865e+06,1.02306
503,0.015,6.0858e+06,1.02294
504,0.015,6.0851e+06,1.02282
505,0.015,6.08441e+06,1.0227
506,0.015,6.08372e+06,1.02259
507,0.015,6.08304e+06,1.02247
508,0.015,6.08235e+06,1.02236
509,0.015,6.08167e+06,1.02224
510,0.015,6.081e+06,1.02213
511,0.015,6.08033e+06,1.02202
512,0.015,6.07966e+06,1.02191
513,0.015,6.079e+06,1.02179
514,0.015,6.07833e+06,1.02168
515,0.015,6.07768e+06,1.02157
516,0.015,6.07702e+06,1.02146
517,0.015,6.07637e+06,1.02135
518,0.015,6.07572e+06,1.02124
519,0.015,6.07508e+06,1.02114
520,0.015,6.07444e+06,1.02103
521,0.015,6.0738e+06,1.02092
522,0.015,6.07316e+06,1.02081
523,0.015,6.07253e+06,1.02071
524,0.015,6.0719e+06,1.0206
525,0.015,6.07128e+06,1.0205
526,0.015,6.07066e+06,1.02039
527,0.015,6.07004e+06,1.02029
528,0.015,6.06942e+06,1.02019
529,0.015,6.06881e+06,1.02008
530,0.015,6.0682e+06,1.01998
531,0.015,6.0676e+06,1.01988
532,0.015,6.06699e+06,1.01978
533,0.015,6.06639e+06,1.01968
534,0.015,6.0658e+06,1.01958
535,0.015,6.0652e+06,1.01948
536,0.015,6.06461e+06,1.01938
537,0.015,6.06402e+06,1.01928
538,0.015,6.06344e+06,1.01918
539,0.015,6.06286e+06,1.01908
540,0.015,6.06228e+06,1.01898
541,0.015,6.0617e+06,1.01889
542,0.015,6.06113e+06,1.01879
543,0.015,6.06056e+06,1.0187
544,0.015,6.05999e+06,1.0186
545,0.015,6.05943e+06,1.01851
546,0.015,6.05886e+06,1.01841
547,0.015,6.05831e+06,1.01832
548,0.015,6.05775e+06,1.01822
549,0.015,6.0572e+06,1.01813
550,0.015,6.05665e+06,1.01804
551,0.015,6.0561e+06,1.01795
552,0.015,6.05556e+06,1.01785
553,0.015,6.05501e+06,1.01776
554,0.015,6.05447e+06,1.01767
555,0.015,6.05394e+06,1.01758
556,0.015,6.0534e+06,1.01749
557,0.015,6.05287e+06,1.0174
558,0.015,6.05235e+06,1.01732
559,0.015,6.05182e+06,1.01723
560,0.015,6.0513e+06,1.01714
561,0.015,6.05078e+06,1.01705
562,0.015,6.05026e+06,1.01696
563,0.015,6.04975e+06,1.01688
564,0.015,6.04923e+06,1.01679
565,0.015,6.04872e+06,1.01671
566,0.015,6.04822e+06,1.01662
567,0.015,6.04771e+06,1.01654
568,0.015,6.04721e+06,1.01645
569,0.015,6.04671e+06,1.01637
570,0.015,6.04622e+06,1.01628
571,0.015,6.04572e+06,1.0162
572,0.015,6.04523e+06,1.01612
573,0.015,6.04474e+06,1.01604
574,0.015,6.04425e+06,1.01595
575,0.015,6.04377e+06,1.01587
576,0.015,6.04329e+06,1.01579
577,0.015,6.04281e+06,1.01571
578,0.015,6.04233e+06,1.01563
579,0.015,6.04186e+06,1.01555
580,0.015,6.04139e+06,1.01547
581,0.015,6.04092e+06,1.01539
582,0.015,6.04045e+06,1.01532
583,0.015,6.03999e+06,1.01524
584,0.015,6.03952e+06,1.01516
585,0.015,6.03906e+06,1.01508
586,0.015,6.03861e+06,1.01501
587,0.015,6.03815e+06,1.01493
588,0.015,6.0377e+06,1.01485
589,0.015,6.03725e+06,1.01478
590,0.015,6.0368e+06,1.0147
591,0.015,6.03635e+06,1.01463
592,0.015,6.03591e+06,1.01455
593,0.015,6.03547e+06,1.01448
594,0.015,6.03503e+06,1.0144
595,0.015,6.03459e+06,1.01433
596,0.015,6.03416e+06,1.01426
597,0.015,6.03372e+06,1.01418
598,0.015,6.03329e+06,1.01411
599,0.015,6.03286e+06,1.01404
600,0.015,6.03244e+06,1.01397
601,0.015,6.03201e+06,1.0139
602,0.015,6.03159e+06,1.01383
603,0.015,6.03117e+06,1.01376
604,0.015,6.03076e+06,1.01369
605,0.015,6.03034e+06,1.01362
606,0.015,6.02993e+06,1.01355
607,0.015,6.02952e+06,1.01348
608,0.015,6.02911e+06,1.01341
609,0.015,6.0287e+06,1.01334
610,0.015,6.0283e+06,1.01327
611,0.015,6.02789e+06,1.0132
612,0.015,6.02749e+06,1.01314
613,0.015,6.02709e+06,1.01307
614,0.015,6.0267e+06,1.013
615,0.015,6.0263e+06,1.01294
616,0.015,6.02591e+06,1.01287
617,0.015,6.02552e+06,1.01281
618,0.015,6.02513e+06,1.01274
619,0.015,6.02475e+06,1.01268
620,0.015,6.02436e+06,1.01261
621,0.015,6.02398e+06,1.01255
622,0.015,6.0236e+06,1.01248
623,0.015,6.02322e+06,1.01242
624,0.015,6.02284e+06,1.01236
625,0.015,6.02247e+06,1.01229
626,0.015,6.02209e+06,1.01223
627,0.015,6.02172e+06,1.01217
628,0.015,6.02135e+06,1.01211
629,0.015,6.02099e+06,1.01204
630,0.015,6.02062e+06,1.01198
631,0.015,6.02026e+06,1.01192
632,0.015,6.0199e+06,1.01186
633,0.015,6.01954e+06,1.0118
634,0.015,6.01918e+06,1.01174
635,0.015,6.01882e+06,1.01168
636,0.015,6.01847e+06,1.01162
637,0.015,6.01811e+06,1.01156
638,0.015,6.01776e+06,1.0115
639,0.015,6.01741e+06,1.01144
640,0.015,6.01707e+06,1.01139
641,0.015,6.01672e+06,1.01133
642,0.015,6.01638e+06,1.01127
643,0.015,6.01604e+06,1.01121
644,0.015,6.0157e+06,1.01115
645,0.015,6.01536e+06,1.0111
646,0.015,6.01502e+06,1.01104
647,0.015,6.01469e+06,1.01098
648,0.015,6.01435e+06,1.01093
649,0.015,6.01402e+06,1.01087
650,0.015,6.01369e+06,1.01082
651,0.015,6.01336e+06,1.01076
652,0.015,6.01304e+06,1.01071
653,0.015,6.01271e+06,1.01065
654,0.015,6.01239e+06,1.0106
655,0.015,6.01207e+06,1.01054
656,0.015,6.01175e+06,1.01049
657,0.015,6.01143e+06,1.01044
658,0.015,6.01111e+06,1.01038
659,0.015,6.0108e+06,1.01033
660,0.015,6.01048e+06,1.01028
661,0.015,6.01017e+06,1.01023
662,0.015,6.00986e+06,1.01017
663,0.015,6.00955e+06,1.01012
664,0.015,6.00925e+06,1.01007
665,0.015,6.00894e+06,1.01002
666,0.015,6.00864e+06,1.00997
667,0.015,6.00833e+06,1.00992
668,0.015,6.00803e+06,1.00987
669,0.015,6.00773e+06,1.00982
670,0.015,6.00744e+06,1.00977
671,0.015,6.00714e+06,1.00972
672,0.015,6.00684e+06,1.00967
673,0.015,6.00655e+06,1.00962
674,0.015,6.00626e+06,1.00957
675,0.015,6.00597e+06,1.00952
676,0.015,6.00568e+06,1.00947
677,0.015,6.00539e+06,1.00942
678,0.015,6.00511e+06,1.00937
679,0.015,6.00482e+06,1.00933
680,0.015,6.00454e+06,1.00928
681,0.015,6.00426e+06,1.00923
682,0.015,6.00398e+06,1.00918
683,0.015,6.0037e+06,1.00914
684,0.015,6.00342e+06,1.00909
685,0.015,6.00315e+06,1.00905
686,0.015,6.00287e+06,1.009
687,0.015,6.0026e+06,1.00895
688,0.015,6.00233e+06,1.00891
689,0.015,6.00206e+06,1.00886
690,0.015,6.00179e+06,1.00882
691,0.015,6.00152e+06,1.00877
692,0.015,6.00125e+06,1.00873
693,0.015,6.00099e+06,1.00868
694,0.015,6.00073e+06,1.00864
695,0.015,6.00046e+06,1.00859
696,0.015,6.0002e+06,1.00855
697,0.015,5.99994e+06,1.00851
698,0.015,5.99969e+06,1.00846
699,0.015,5.99943e+06,1.00842
700,0.015,5.99917e+06,1.00838
701,0.015,5.99892e+06,1.00833
702,0.015,5.99867e+06,1.00829
703,0.015,5.99841e+06,1.00825
704,0.015,5.99816e+06,1.00821
705,0.015,5.99792e+06,1.00817
706,0.015,5.99767e+06,1.00812
707,0.015,5.99742e+06,1.00808
708,0.015,5.99718e+06,1.00804
709,0.015,5.99693e+06,1.008
710,0.015,5.99669e+06,1.00796
711,0.015,5.99645e+06,1.00792
712,0.015,5.99621e+06,1.00788
713,0.015,5.99597e+06,1.00784
714,0.015,5.99573e+06,1.0078
715,0.015,5.99549e+06,1.00776
716,0.015,5.99526e+06,1.00772
717,0.015,5.99502e+06,1.00768
718,0.015,5.99479e+06,1.00764
719,0.015,5.99456e+06,1.0076
720,0.015,5.99433e+06,1.00756
721,0.015,5.9941e+06,1.00752
722,0.015,5.99387e+06,1.00749
723,0.015,5.99364e+06,1.00745
724,0.015,5.99342e+06,1.00741
725,0.015,5.99319e+06,1.00737
726,0.015,5.99297e+06,1.00733
727,0.015,5.99275e+06,1.0073
728,0.015,5.99253e+06,1.00726
729,0.015,5.99231e+06,1.00722
730,0.015,5.99209e+06,1.00719
731,0.015,5.99187e+06,1.00715
732,0.015,5.99165e+06,1.00711
733,0.015,5.99144e+06,1.00708
