step,strain,p,p_over_p_eq
53,0.00795,3.70371e+06,0.622541
54,0.0081,3.77107e+06,0.633865
55,0.00825,3.83836e+06,0.645175
56,0.0084,3.90557e+06,0.656473
57,0.00855,3.97271e+06,0.667757
58,0.0087,4.03977e+06,0.67903
59,0.00885,4.10676e+06,0.690289
60,0.009,4.17368e+06,0.701537
61,0.00915,4.24052e+06,0.712772
62,0.0093,4.30729e+06,0.723995
63,0.00945,4.37399e+06,0.735206
64,0.0096,4.44062e+06,0.746406
65,0.00975,4.50717e+06,0.757593
66,0.0099,4.57366e+06,0.768769
67,0.01005,4.64008e+06,0.779933
68,0.0102,4.70644e+06,0.791086
69,0.01035,4.77272e+06,0.802228
70,0.0105,4.83894e+06,0.813358
71,0.01065,4.90509e+06,0.824478
72,0.0108,4.97118e+06,0.835586
73,0.01095,5.0372e+06,0.846684
74,0.0111,5.10316e+06,0.85777
75,0.01125,5.16906e+06,0.868847
76,0.0114,5.23489e+06,0.879912
77,0.01155,5.30066e+06,0.890967
78,0.0117,5.36637e+06,0.902012
79,0.01185,5.43202e+06,0.913047
80,0.012,5.49761e+06,0.924071
81,0.01215,5.56314e+06,0.935086
82,0.0123,5.6286e+06,0.94609
83,0.01245,5.69402e+06,0.957085
84,0.0126,5.75937e+06,0.96807
85,0.01275,5.82466e+06,0.979045
86,0.0129,5.8899e+06,0.99001
87,0.01305,5.95508e+06,1.00097
88,0.0132,6.02021e+06,1.01191
89,0.01335,6.08528e+06,1.02285
90,0.0135,6.1503e+06,1.03378
91,0.01365,6.21526e+06,1.0447
92,0.0138,6.28017e+06,1.05561
93,0.01395,6.34503e+06,1.06651
94,0.0141,6.40983e+06,1.0774
95,0.01425,6.47458e+06,1.08829
96,0.0144,6.53928e+06,1.09916
97,0.01455,6.60393e+06,1.11003
98,0.0147,6.66853e+06,1.12089
99,0.01485,6.73307e+06,1.13174
100,0.015,6.79757e+06,1.14258
101,0.015,6.78926e+06,1.14118
102,0.015,6.78103e+06,1.1398
103,0.015,6.77288e+06,1.13843
104,0.015,6.76481e+06,1.13707
105,0.015,6.75682e+06,1.13573
106,0.015,6.74891e+06,1.1344
107,0.015,6.74107e+06,1.13308
108,0.015,6.73332e+06,1.13178
109,0.015,6.72563e+06,1.13049
110,0.015,6.71803e+06,1.12921
111,0.015,6.71049e+06,1.12794
112,0.015,6.70304e+06,1.12669
113,0.015,6.69565e+06,1.12545
114,0.015,6.68834e+06,1.12422
115,0.015,6.6811e+06,1.123
116,0.015,6.67393e+06,1.12179
117,0.015,6.66683e+06,1.1206
118,0.015,6.65979e+06,1.11942
119,0.015,6.65283e+06,1.11825
120,0.015,6.64594e+06,1.11709
121,0.015,6.63911e+06,1.11594
122,0.015,6.63235e+06,1.11481
123,0.015,6.62566e+06,1.11368
124,0.015,6.61903e+06,1.11257
125,0.015,6.61247e+06,1.11146
126,0.015,6.60597e+06,1.11037
127,0.015,6.59954e+06,1.10929
128,0.015,6.59317e+06,1.10822
129,0.015,6.58686e+06,1.10716
130,0.015,6.58061e+06,1.10611
131,0.015,6.57443e+06,1.10507
132,0.015,6.5683e+06,1.10404
133,0.015,6.56224e+06,1.10302
134,0.015,6.55623e+06,1.10201
135,0.015,6.55028e+06,1.10101
136,0.015,6.5444e+06,1.10002
137,0.015,6.53857e+06,1.09904
138,0.015,6.53279e+06,1.09807
139,0.015,6.52707e+06,1.09711
140,0.015,6.52141e+06,1.09616
141,0.015,6.51581e+06,1.09522
142,0.015,6.51026e+06,1.09428
143,0.015,6.50476e+06,1.09336
144,0.015,6.49932e+06,1.09244
145,0.015,6.49393e+06,1.09154
146,0.015,6.48859e+06,1.09064
147,0.015,6.48331e+06,1.08975
148,0.015,6.47808e+06,1.08887
149,0.015,6.47289e+06,1.088
150,0.015,6.46776e+06,1.08714
151,0.015,6.46268e+06,1.08629
152,0.015,6.45765e+06,1.08544
153,0.015,6.45267e+06,1.0846
154,0.015,6.44774e+06,1.08378
155,0.015,6.44286e+06,1.08295
156,0.015,6.43802e+06,1.08214
157,0.015,6.43323e+06,1.08134
158,0.015,6.42849e+06,1.08054
159,0.015,6.4238e+06,1.07975
160,0.015,6.41915e+06,1.07897
161,0.015,6.41454e+06,1.0782
162,0.015,6.40998e+06,1.07743
163,0.015,6.40547e+06,1.07667
164,0.015,6.401e+06,1.07592
165,0.015,6.39658e+06,1.07518
166,0.015,6.39219e+06,1.07444
167,0.015,6.38785e+06,1.07371
168,0.015,6.38356e+06,1.07299
169,0.015,6.3793e+06,1.07227
170,0.015,6.37509e+06,1.07156
171,0.015,6.37092e+06,1.07086
172,0.015,6.36679e+06,1.07017
173,0.015,6.3627e+06,1.06948
174,0.015,6.35864e+06,1.0688
175,0.015,6.35463e+06,1.06813
176,0.015,6.35066e+06,1.06746
177,0.015,6.34673e+06,1.0668
178,0.015,6.34284e+06,1.06614
179,0.015,6.33898e+06,1.06549
180,0.015,6.33516e+06,1.06485
181,0.015,6.33138e+06,1.06422
182,0.015,6.32764e+06,1.06359
183,0.015,6.32393e+06,1.06296
184,0.015,6.32026e+06,1.06235
185,0.015,6.31663e+06,1.06174
186,0.015,6.31303e+06,1.06113
187,0.015,6.30946e+06,1.06053
188,0.015,6.30593e+06,1.05994
189,0.015,6.30244e+06,1.05935
190,0.015,6.29898e+06,1.05877
191,0.015,6.29555e+06,1.05819
192,0.015,6.29216e+06,1.05762
193,0.015,6.2888e+06,1.05706
194,0.015,6.28548e+06,1.0565
195,0.015,6.28218e+06,1.05595
196,0.015,6.27892e+06,1.0554
197,0.015,6.27569e+06,1.05486
198,0.015,6.27249e+06,1.05432
199,0.015,6.26933e+06,1.05379
200,0.015,6.26619e+06,1.05326
201,0.015,6.26309e+06,1.05274
202,0.015,6.26001e+06,1.05222
203,0.015,6.25697e+06,1.05171
204,0.015,6.25395e+06,1.0512
205,0.015,6.25097e+06,1.0507
206,0.015,6.24801e+06,1.0502
207,0.015,6.24509e+06,1.04971
208,0.015,6.24219e+06,1.04922
209,0.015,6.23932e+06,1.04874
210,0.015,6.23648e+06,1.04826
211,0.015,6.23366e+06,1.04779
212,0.015,6.23088e+06,1.04732
213,0.015,6.22812e+06,1.04686
214,0.015,6.22539e+06,1.0464
215,0.015,6.22268e+06,1.04595
216,0.015,6.22e+06,1.0455
217,0.015,6.21735e+06,1.04505
218,0.015,6.21472e+06,1.04461
219,0.015,6.21212e+06,1.04417
220,0.015,6.20955e+06,1.04374
221,0.015,6.207e+06,1.04331
222,0.015,6.20447e+06,1.04289
223,0.015,6.20197e+06,1.04247
224,0.015,6.1995e+06,1.04205
225,0.015,6.19705e+06,1.04164
226,0.015,6.19462e+06,1.04123
227,0.015,6.19222e+06,1.04083
228,0.015,6.18984e+06,1.04043
229,0.015,6.18748e+06,1.04003
230,0.015,6.18515e+06,1.03964
231,0.015,6.18284e+06,1.03925
232,0.015,6.18055e+06,1.03886
233,0.015,6.17828e+06,1.03848
234,0.015,6.17604e+06,1.03811
235,0.015,6.17382e+06,1.03773
236,0.015,6.17162e+06,1.03736
237,0.015,6.16944e+06,1.037
238,0.015,6.16728e+06,1.03663
239,0.015,6.16515e+06,1.03628
240,0.015,6.16303e+06,1.03592
241,0.015,6.16094e+06,1.03557
242,0.015,6.15886e+06,1.03522
243,0.015,6.15681e+06,1.03487
244,0.015,6.15478e+06,1.03453
245,0.015,6.15277e+06,1.03419
246,0.015,6.15077e+06,1.03386
247,0.015,6.1488e+06,1.03353
248,0.015,6.14684e+06,1.0332
249,0.015,6.14491e+06,1.03287
250,0.015,6.14299e+06,1.03255
251,0.015,6.14109e+06,1.03223
252,0.015,6.13922e+06,1.03192
253,0.015,6.13735e+06,1.0316
254,0.015,6.13551e+06,1.03129
255,0.015,6.13369e+06,1.03099
256,0.015,6.13188e+06,1.03068
257,0.015,6.13009e+06,1.03038
258,0.015,6.12832e+06,1.03009
259,0.015,6.12657e+06,1.02979
260,0.015,6.12483e+06,1.0295
261,0.015,6.12311e+06,1.02921
262,0.015,6.12141e+06,1.02892
263,0.015,6.11972e+06,1.02864
264,0.015,6.11805e+06,1.02836
265,0.015,6.1164e+06,1.02808
266,0.015,6.11476e+06,1.02781
267,0.015,6.11314e+06,1.02753
268,0.015,6.11154e+06,1.02726
269,0.015,6.10995e+06,1.027
270,0.015,6.10837e+06,1.02673
271,0.015,6.10681e+06,1.02647
272,0.015,6.10527e+06,1.02621
273,0.015,6.10374e+06,1.02595
274,0.015,6.10223e+06,1.0257
275,0.015,6.10073e+06,1.02545
276,0.015,6.09925e+06,1.0252
277,0.015,6.09778e+06,1.02495
278,0.015,6.09633e+06,1.02471
279,0.015,6.09488e+06,1.02447
280,0.015,6.09346e+06,1.02423
281,0.015,6.09205e+06,1.02399
282,0.015,6.09065e+06,1.02375
283,0.015,6.08926e+06,1.02352
284,0.015,6.08789e+06,1.02329
285,0.015,6.08653e+06,1.02306
286,0.015,6.08519e+06,1.02284
287,0.015,6.08386e+06,1.02261
288,0.015,6.08254e+06,1.02239
289,0.015,6.08124e+06,1.02217
290,0.015,6.07994e+06,1.02195
291,0.015,6.07866e+06,1.02174
292,0.015,6.0774e+06,1.02153
293,0.015,6.07614e+06,1.02131
294,0.015,6.0749e+06,1.02111
295,0.015,6.07367e+06,1.0209
296,0.015,6.07245e+06,1.02069
297,0.015,6.07124e+06,1.02049
298,0.015,6.07005e+06,1.02029
299,0.015,6.06887e+06,1.02009
300,0.015,6.06769e+06,1.01989
301,0.015,6.06653e+06,1.0197
302,0.015,6.06539e+06,1.01951
303,0.015,6.06425e+06,1.01932
304,0.015,6.06312e+06,1.01913
305,0.015,6.06201e+06,1.01894
306,0.015,6.0609e+06,1.01875
307,0.015,6.05981e+06,1.01857
308,0.015,6.05873e+06,1.01839
309,0.015,6.05766e+06,1.01821
310,0.015,6.05659e+06,1.01803
311,0.015,6.05554e+06,1.01785
312,0.015,6.0545e+06,1.01768
313,0.015,6.05347e+06,1.0175
314,0.015,6.05245e+06,1.01733
315,0.015,6.05144e+06,1.01716
316,0.015,6.05044e+06,1.01699
317,0.015,6.04945e+06,1.01683
318,0.015,6.04847e+06,1.01666
319,0.015,6.0475e+06,1.0165
320,0.015,6.04654e+06,1.01634
321,0.015,6.04558e+06,1.01618
322,0.015,6.04464e+06,1.01602
323,0.015,6.04371e+06,1.01586
324,0.015,6.04278e+06,1.01571
325,0.015,6.04187e+06,1.01555
326,0.015,6.04096e+06,1.0154
327,0.015,6.04006e+06,1.01525
328,0.015,6.03917e+06,1.0151
329,0.015,6.03829e+06,1.01495
330,0.015,6.03742e+06,1.01481
331,0.015,6.03656e+06,1.01466
332,0.015,6.0357e+06,1.01452
333,0.015,6.03486e+06,1.01438
334,0.015,6.03402e+06,1.01423
335,0.015,6.03319e+06,1.01409
336,0.015,6.03237e+06,1.01396
337,0.015,6.03155e+06,1.01382
338,0.015,6.03075e+06,1.01368
339,0.015,6.02995e+06,1.01355
340,0.015,6.02916e+06,1.01342
341,0.015,6.02838e+06,1.01329
342,0.015,6.0276e+06,1.01316
343,0.015,6.02684e+06,1.01303
344,0.015,6.02608e+06,1.0129
345,0.015,6.02532e+06,1.01277
346,0.015,6.02458e+06,1.01265
347,0.015,6.02384e+06,1.01252
348,0.015,6.02311e+06,1.0124
349,0.015,6.02239e+06,1.01228
350,0.015,6.02167e+06,1.01216
351,0.015,6.02097e+06,1.01204
352,0.015,6.02026e+06,1.01192
353,0.015,6.01957e+06,1.01181
354,0.015,6.01888e+06,1.01169
355,0.015,6.0182e+06,1.01158
356,0.015,6.01752e+06,1.01146
357,0.015,6.01686e+06,1.01135
358,0.015,6.01619e+06,1.01124
359,0.015,6.01554e+06,1.01113
360,0.015,6.01489e+06,1.01102
361,0.015,6.01425e+06,1.01091
362,0.015,6.01361e+06,1.0108
363,0.015,6.01298e+06,1.0107
364,0.015,6.01236e+06,1.01059
365,0.015,6.01174e+06,1.01049
366,0.015,6.01113e+06,1.01039
367,0.015,6.01052e+06,1.01029
368,0.015,6.00992e+06,1.01018
369,0.015,6.00933e+06,1.01008
370,0.015,6.00874e+06,1.00999
371,0.015,6.00816e+06,1.00989
372,0.015,6.00758e+06,1.00979
373,0.015,6.00701e+06,1.0097
374,0.015,6.00645e+06,1.0096
375,0.015,6.00589e+06,1.00951
376,0.015,6.00533e+06,1.00941
377,0.015,6.00479e+06,1.00932
378,0.015,6.00424e+06,1.00923
379,0.015,6.0037e+06,1.00914
380,0.015,6.00317e+06,1.00905
381,0.015,6.00264e+06,1.00896
382,0.015,6.00212e+06,1.00887
383,0.015,6.0016e+06,1.00879
384,0.015,6.00109e+06,1.0087
385,0.015,6.00058e+06,1.00861
386,0.015,6.00008e+06,1.00853
387,0.015,5.99958e+06,1.00845
388,0.015,5.99909e+06,1.00836
389,0.015,5.9986e+06,1.00828
390,0.015,5.99812e+06,1.0082
391,0.015,5.99764e+06,1.00812
392,0.015,5.99717e+06,1.00804
393,0.015,5.9967e+06,1.00796
394,0.015,5.99624e+06,1.00788
395,0.015,5.99578e+06,1.00781
396,0.015,5.99532e+06,1.00773
397,0.015,5.99487e+06,1.00765
398,0.015,5.99443e+06,1.00758
399,0.015,5.99398e+06,1.00751
400,0.015,5.99355e+06,1.00743
401,0.015,5.99311e+06,1.00736
402,0.015,5.99268e+06,1.00729
403,0.015,5.99226e+06,1.00722
404,0.015,5.99184e+06,1.00714
405,0.015,5.99142e+06,1.00707
406,0.015,5.99101e+06,1.00701
407,0.015,5.9906e+06,1.00694
408,0.015,5.9902e+06,1.00687
409,0.015,5.9898e+06,1.0068
410,0.015,5.9894e+06,1.00673
411,0.015,5.98901e+06,1.00667
412,0.015,5.98862e+06,1.0066
413,0.015,5.98823e+06,1.00654
414,0.015,5.98785e+06,1.00647
415,0.015,5.98748e+06,1.00641
416,0.015,5.9871e+06,1.00635
417,0.015,5.98673e+06,1.00629
418,0.015,5.98637e+06,1.00622
419,0.015,5.986e+06,1.00616
420,0.015,5.98564e+06,1.0061
421,0.015,5.98529e+06,1.00604
422,0.015,5.98494e+06,1.00598
423,0.015,5.98459e+06,1.00593
424,0.015,5.98424e+06,1.00587
425,0.015,5.9839e+06,1.00581
426,0.015,5.98356e+06,1.00575
427,0.015,5.98322e+06,1.0057
428,0.015,5.98289e+06,1.00564
429,0.015,5.98256e+06,1.00559
430,0.015,5.98224e+06,1.00553
431,0.015,5.98192e+06,1.00548
432,0.015,5.9816e+06,1.00542
433,0.015,5.98128e+06,1.00537
434,0.015,5.98097e+06,1.00532
435,0.015,5.98066e+06,1.00527
436,0.015,5.98035e+06,1.00521
437,0.015,5.98005e+06,1.00516
438,0.015,5.97975e+06,1.00511
439,0.015,5.97945e+06,1.00506
440,0.015,5.97915e+06,1.00501
441,0.015,5.97886e+06,1.00496
442,0.015,5.97857e+06,1.00491
443,0.015,5.97828e+06,1.00487
444,0.015,5.978e+06,1.00482
445,0.015,5.97772e+06,1.00477
446,0.015,5.97744e+06,1.00472
447,0.015,5.97717e+06,1.00468
448,0.015,5.97689e+06,1.00463
449,0.015,5.97662e+06,1.00459
450,0.015,5.97636e+06,1.00454
451,0.015,5.97609e+06,1.0045
452,0.015,5.97583e+06,1.00445
453,0.015,5.97557e+06,1.00441
454,0.015,5.97531e+06,1.00437
455,0.015,5.97506e+06,1.00432
456,0.015,5.97481e+06,1.00428
457,0.015,5.97456e+06,1.00424
458,0.015,5.97431e+06,1.0042
459,0.015,5.97406e+06,1.00416
460,0.015,5.97382e+06,1.00412
461,0.015,5.97358e+06,1.00408
462,0.015,5.97334e+06,1.00404
463,0.015,5.97311e+06,1.004
464,0.015,5.97288e+06,1.00396
465,0.015,5.97265e+06,1.00392
466,0.015,5.97242e+06,1.00388
467,0.015,5.97219e+06,1.00384
468,0.015,5.97197e+06,1.0038
469,0.015,5.97174e+06,1.00377
470,0.015,5.97153e+06,1.00373
471,0.015,5.97131e+06,1.00369
472,0.015,5.97109e+06,1.00366
473,0.015,5.97088e+06,1.00362
474,0.015,5.97067e+06,1.00359
475,0.015,5.97046e+06,1.00355
476,0.015,5.97025e+06,1.00352
477,0.015,5.97005e+06,1.00348
478,0.015,5.96984e+06,1.00345
479,0.015,5.96964e+06,1.00341
480,0.015,5.96944e+06,1.00338
481,0.015,5.96925e+06,1.00335
482,0.015,5.96905e+06,1.00331
483,0.015,5.96886e+06,1.00328
484,0.015,5.96867e+06,1.00325
485,0.015,5.96848e+06,1.00322
486,0.015,5.96829e+06,1.00319
487,0.015,5.9681e+06,1.00316
488,0.015,5.96792e+06,1.00312
489,0.015,5.96774e+06,1.00309
490,0.015,5.96756e+06,1.00306
491,0.015,5.96738e+06,1.00303
492,0.015,5.9672e+06,1.003
493,0.015,5.96703e+06,1.00297
494,0.015,5.96685e+06,1.00295
495,0.015,5.96668e+06,1.00292
496,0.015,5.96651e+06,1.00289
497,0.015,5.96634e+06,1.00286
498,0.015,5.96618e+06,1.00283
499,0.015,5.96601e+06,1.0028
500,0.015,5.96585e+06,1.00278
501,0.015,5.96569e+06,1.00275
502,0.015,5.96553e+06,1.00272
503,0.015,5.96537e+06,1.0027
504,0.015,5.96521e+06,1.00267
505,0.015,5.96506e+06,1.00264
506,0.015,5.9649e+06,1.00262
507,0.015,5.96475e+06,1.00259
508,0.015,5.9646e+06,1.00257
509,0.015,5.96445e+06,1.00254
510,0.015,5.9643e+06,1.00252
511,0.015,5.96415e+06,1.00249
512,0.015,5.96401e+06,1.00247
513,0.015,5.96386e+06,1.00244
514,0.015,5.96372e+06,1.00242
515,0.015,5.96358e+06,1.00239
516,0.015,5.96344e+06,1.00237
517,0.015,5.9633e+06,1.00235
518,0.015,5.96317e+06,1.00233
519,0.015,5.96303e+06,1.0023
520,0.015,5.9629e+06,1.00228
521,0.015,5.96276e+06,1.00226
522,0.015,5.96263e+06,1.00224
523,0.015,5.9625e+06,1.00221
524,0.015,5.96237e+06,1.00219
525,0.015,5.96225e+06,1.00217
526,0.015,5.96212e+06,1.00215
527,0.015,5.96199e+06,1.00213
528,0.015,5.96187e+06,1.00211
529,0.015,5.96175e+06,1.00209
530,0.015,5.96162e+06,1.00207
531,0.015,5.9615e+06,1.00205
532,0.015,5.96139e+06,1.00203
533,0.015,5.96127e+06,1.00201
534,0.015,5.96115e+06,1.00199
535,0.015,5.96103e+06,1.00197
536,0.015,5.96092e+06,1.00195
537,0.015,5.96081e+06,1.00193
538,0.015,5.96069e+06,1.00191
539,0.015,5.96058e+06,1.00189
540,0.015,5.96047e+06,1.00187
541,0.015,5.96036e+06,1.00185
542,0.015,5.96025e+06,1.00184
543,0.015,5.96015e+06,1.00182
544,0.015,5.96004e+06,1.0018
545,0.015,5.95994e+06,1.00178
546,0.015,5.95983e+06,1.00176
547,0.015,5.95973e+06,1.00175
548,0.015,5.95963e+06,1.00173
549,0.015,5.95953e+06,1.00171
550,0.015,5.95943e+06,1.0017
551,0.015,5.95933e+06,1.00168
552,0.015,5.95923e+06,1.00166
553,0.015,5.95913e+06,1.00165
554,0.015,5.95904e+06,1.00163
555,0.015,5.95894e+06,1.00162
556,0.015,5.95885e+06,1.0016
557,0.015,5.95876e+06,1.00158
558,0.015,5.95866e+06,1.00157
559,0.015,5.95857e+06,1.00155
560,0.015,5.95848e+06,1.00154
561,0.015,5.95839e+06,1.00152
562,0.015,5.9583e+06,1.00151
563,0.015,5.95821e+06,1.00149
564,0.015,5.95813e+06,1.00148
565,0.015,5.95804e+06,1.00146
566,0.015,5.95796e+06,1.00145
567,0.015,5.95787e+06,1.00144
568,0.015,5.95779e+06,1.00142
569,0.015,5.95771e+06,1.00141
570,0.015,5.95762e+06,1.00139
571,0.015,5.95754e+06,1.00138
572,0.015,5.95746e+06,1.00137
573,0.015,5.95738e+06,1.00135
574,0.015,5.9573e+06,1.00134
575,0.015,5.95722e+06,1.00133
576,0.015,5.95715e+06,1.00131
577,0.015,5.95707e+06,1.0013
578,0.015,5.957e+06,1.00129
579,0.015,5.95692e+06,1.00128
580,0.015,5.95685e+06,1.00126
581,0.015,5.95677e+06,1.00125
582,0.015,5.9567e+06,1.00124
583,0.015,5.95663e+06,1.00123
584,0.015,5.95656e+06,1.00121
585,0.015,5.95648e+06,1.0012
586,0.015,5.95641e+06,1.00119
587,0.015,5.95635e+06,1.00118
588,0.015,5.95628e+06,1.00117
589,0.015,5.95621e+06,1.00116
590,0.015,5.95614e+06,1.00114
591,0.015,5.95607e+06,1.00113
592,0.015,5.95601e+06,1.00112
593,0.015,5.95594e+06,1.00111
594,0.015,5.95588e+06,1.0011
595,0.015,5.95581e+06,1.00109
596,0.015,5.95575e+06,1.00108
597,0.015,5.95569e+06,1.00107
598,0.015,5.95563e+06,1.00106
599,0.015,5.95556e+06,1.00105
600,0.015,5.9555e+06,1.00104
601,0.015,5.95544e+06,1.00103
602,0.015,5.95538e+06,1.00102
603,0.015,5.95532e+06,1.00101
604,0.015,5.95526e+06,1.001
605,0.015,5.95521e+06,1.00099
606,0.015,5.95515e+06,1.00098
607,0.015,5.95509e+06,1.00097
608,0.015,5.95504e+06,1.00096
609,0.015,5.95498e+06,1.00095
610,0.015,5.95492e+06,1.00094
611,0.015,5.95487e+06,1.00093
612,0.015,5.95482e+06,1.00092
613,0.015,5.95476e+06,1.00091
614,0.015,5.95471e+06,1.0009
615,0.015,5.95466e+06,1.00089
616,0.015,5.9546e+06,1.00089
617,0.015,5.95455e+06,1.00088
618,0.015,5.9545e+06,1.00087
619,0.015,5.95445e+06,1.00086
620,0.015,5.9544e+06,1.00085
621,0.015,5.95435e+06,1.00084
622,0.015,5.9543e+06,1.00084
623,0.015,5.95425e+06,1.00083
624,0.015,5.9542e+06,1.00082
625,0.015,5.95416e+06,1.00081
626,0.015,5.95411e+06,1.0008
627,0.015,5.95406e+06,1.00079
628,0.015,5.95402e+06,1.00079
629,0.015,5.95397e+06,1.00078
630,0.015,5.95392e+06,1.00077
631,0.015,5.95388e+06,1.00076
632,0.015,5.95384e+06,1.00076
633,0.015,5.95379e+06,1.00075
634,0.015,5.95375e+06,1.00074
635,0.015,5.9537e+06,1.00073
636,0.015,5.95366e+06,1.00073
637,0.015,5.95362e+06,1.00072
638,0.015,5.95358e+06,1.00071
639,0.015,5.95354e+06,1.00071
640,0.015,5.95349e+06,1.0007
641,0.015,5.95345e+06,1.00069
642,0.015,5.95341e+06,1.00069
643,0.015,5.95337e+06,1.00068
644,0.015,5.95333e+06,1.00067
645,0.015,5.95329e+06,1.00067
646,0.015,5.95326e+06,1.00066
647,0.015,5.95322e+06,1.00065
648,0.015,5.95318e+06,1.00065
649,0.015,5.95314e+06,1.00064
650,0.015,5.9531e+06,1.00063
651,0.015,5.95307e+06,1.00063
652,0.015,5.95303e+06,1.00062
653,0.015,5.95299e+06,1.00062
654,0.015,5.95296e+06,1.00061
655,0.015,5.95292e+06,1.0006
656,0.015,5.95289e+06,1.0006
657,0.015,5.95285e+06,1.00059
658,0.015,5.95282e+06,1.00059
659,0.015,5.95278e+06,1.00058
660,0.015,5.95275e+06,1.00057
661,0.015,5.95272e+06,1.00057
662,0.015,5.95268e+06,1.00056
663,0.015,5.95265e+06,1.00056
664,0.015,5.95262e+06,1.00055
665,0.015,5.95259e+06,1.00055
666,0.015,5.95255e+06,1.00054
667,0.015,5.95252e+06,1.00054
668,0.015,5.95249e+06,1.00053
669,0.015,5.95246e+06,1.00053
670,0.015,5.95243e+06,1.00052
671,0.015,5.9524e+06,1.00052
672,0.015,5.95237e+06,1.00051
673,0.015,5.95234e+06,1.00051
674,0.015,5.95231e+06,1.0005
675,0.015,5.95228e+06,1.0005
676,0.015,5.95225e+06,1.00049
677,0.015,5.95222e+06,1.00049
678,0.015,5.9522e+06,1.00048
679,0.015,5.95217e+06,1.00048
680,0.015,5.95214e+06,1.00047
681,0.015,5.95211e+06,1.00047
682,0.015,5.95208e+06,1.00046
683,0.015,5.95206e+06,1.00046
684,0.015,5.95203e+06,1.00045
685,0.015,5.952e+06,1.00045
686,0.015,5.95198e+06,1.00044
687,0.015,5.95195e+06,1.00044
688,0.015,5.95193e+06,1.00044
689,0.015,5.9519e+06,1.00043
690,0.015,5.95188e+06,1.00043
691,0.015,5.95185e+06,1.00042
692,0.015,5.95183e+06,1.00042
693,0.015,5.9518e+06,1.00042
694,0.015,5.95178e+06,1.00041
695,0.015,5.95175e+06,1.00041
696,0.015,5.95173e+06,1.0004
697,0.015,5.95171e+06,1.0004
698,0.015,5.95168e+06,1.0004
699,0.015,5.95166e+06,1.00039
700,0.015,5.95164e+06,1.00039
701,0.015,5.95162e+06,1.00038
702,0.015,5.95159e+06,1.00038
703,0.015,5.95157e+06,1.00038
704,0.015,5.95155e+06,1.00037
705,0.015,5.95153e+06,1.00037
706,0.015,5.95151e+06,1.00037
707,0.015,5.95148e+06,1.00036
708,0.015,5.95146e+06,1.00036
709,0.015,5.95144e+06,1.00035
710,0.015,5.95142e+06,1.00035
711,0.015,5.9514e+06,1.00035
712,0.015,5.95138e+06,1.00034
713,0.015,5.95136e+06,1.00034
714,0.015,5.95134e+06,1.00034
715,0.015,5.95132e+06,1.00033
716,0.015,5.9513e+06,1.00033
717,0.015,5.95128e+06,1.00033
718,0.015,5.95126e+06,1.00032
719,0.015,5.95124e+06,1.00032
720,0.015,5.95123e+06,1.00032
721,0.015,5.95121e+06,1.00032
722,0.015,5.95119e+06,1.00031
723,0.015,5.95117e+06,1.00031
724,0.015,5.95115e+06,1.00031
725,0.015,5.95114e+06,1.0003
726,0.015,5.95112e+06,1.0003
727,0.015,5.9511e+06,1.0003
728,0.015,5.95108e+06,1.00029
729,0.015,5.95107e+06,1.00029
730,0.015,5.95105e+06,1.00029
731,0.015,5.95103e+06,1.00029
732,0.015,5.95102e+06,1.00028
733,0.015,5.951e+06,1.00028
