step,strain,p,p_over_p_eq
245,0.015,2.82477e+06,1.07981
246,0.015,2.82273e+06,1.07902
247,0.015,2.8207e+06,1.07825
248,0.015,2.81869e+06,1.07748
249,0.015,2.81671e+06,1.07672
250,0.015,2.81474e+06,1.07597
251,0.015,2.81279e+06,1.07523
252,0.015,2.81087e+06,1.07449
253,0.015,2.80896e+06,1.07376
254,0.015,2.80707e+06,1.07304
255,0.015,2.80519e+06,1.07232
256,0.015,2.80334e+06,1.07161
257,0.015,2.8015e+06,1.07091
258,0.015,2.79969e+06,1.07022
259,0.015,2.79789e+06,1.06953
260,0.015,2.7961e+06,1.06885
261,0.015,2.79434e+06,1.06817
262,0.015,2.79259e+06,1.0675
263,0.015,2.79086e+06,1.06684
264,0.015,2.78915e+06,1.06619
265,0.015,2.78745e+06,1.06554
266,0.015,2.78577e+06,1.0649
267,0.015,2.78411e+06,1.06426
268,0.015,2.78246e+06,1.06363
269,0.015,2.78083e+06,1.06301
270,0.015,2.77921e+06,1.06239
271,0.015,2.77762e+06,1.06178
272,0.015,2.77603e+06,1.06117
273,0.015,2.77446e+06,1.06057
274,0.015,2.77291e+06,1.05998
275,0.015,2.77137e+06,1.05939
276,0.015,2.76985e+06,1.05881
277,0.015,2.76834e+06,1.05824
278,0.015,2.76685e+06,1.05766
279,0.015,2.76537e+06,1.0571
280,0.015,2.76391e+06,1.05654
281,0.015,2.76246e+06,1.05599
282,0.015,2.76102e+06,1.05544
283,0.015,2.7596e+06,1.05489
284,0.015,2.7582e+06,1.05436
285,0.015,2.7568e+06,1.05382
286,0.015,2.75542e+06,1.0533
287,0.015,2.75406e+06,1.05277
288,0.015,2.7527e+06,1.05226
289,0.015,2.75136e+06,1.05174
290,0.015,2.75004e+06,1.05124
291,0.015,2.74872e+06,1.05074
292,0.015,2.74742e+06,1.05024
293,0.015,2.74614e+06,1.04975
294,0.015,2.74486e+06,1.04926
295,0.015,2.7436e+06,1.04878
296,0.015,2.74235e+06,1.0483
297,0.015,2.74111e+06,1.04782
298,0.015,2.73988e+06,1.04736
299,0.015,2.73867e+06,1.04689
300,0.015,2.73747e+06,1.04643
301,0.015,2.73628e+06,1.04598
302,0.015,2.7351e+06,1.04553
303,0.015,2.73393e+06,1.04508
304,0.015,2.73278e+06,1.04464
305,0.015,2.73163e+06,1.0442
306,0.015,2.7305e+06,1.04377
307,0.015,2.72938e+06,1.04334
308,0.015,2.72827e+06,1.04292
309,0.015,2.72717e+06,1.04249
310,0.015,2.72608e+06,1.04208
311,0.015,2.725e+06,1.04167
312,0.015,2.72393e+06,1.04126
313,0.015,2.72287e+06,1.04085
314,0.015,2.72183e+06,1.04045
315,0.015,2.72079e+06,1.04006
316,0.015,2.71976e+06,1.03966
317,0.015,2.71875e+06,1.03928
318,0.015,2.71774e+06,1.03889
319,0.015,2.71674e+06,1.03851
320,0.015,2.71575e+06,1.03813
321,0.015,2.71478e+06,1.03776
322,0.015,2.71381e+06,1.03739
323,0.015,2.71285e+06,1.03702
324,0.015,2.7119e+06,1.03666
325,0.015,2.71096e+06,1.0363
326,0.015,2.71003e+06,1.03594
327,0.015,2.70911e+06,1.03559
328,0.015,2.7082e+06,1.03524
329,0.015,2.70729e+06,1.0349
330,0.015,2.7064e+06,1.03456
331,0.015,2.70551e+06,1.03422
332,0.015,2.70464e+06,1.03388
333,0.015,2.70377e+06,1.03355
334,0.015,2.70291e+06,1.03322
335,0.015,2.70206e+06,1.0329
336,0.015,2.70121e+06,1.03257
337,0.015,2.70038e+06,1.03225
338,0.015,2.69955e+06,1.03194
339,0.015,2.69873e+06,1.03163
340,0.015,2.69792e+06,1.03132
341,0.015,2.69712e+06,1.03101
342,0.015,2.69632e+06,1.03071
343,0.015,2.69554e+06,1.0304
344,0.015,2.69476e+06,1.03011
345,0.015,2.69399e+06,1.02981
346,0.015,2.69322e+06,1.02952
347,0.015,2.69247e+06,1.02923
348,0.015,2.69172e+06,1.02894
349,0.015,2.69097e+06,1.02866
350,0.015,2.69024e+06,1.02838
351,0.015,2.68951e+06,1.0281
352,0.015,2.68879e+06,1.02783
353,0.015,2.68808e+06,1.02755
354,0.015,2.68737e+06,1.02728
355,0.015,2.68667e+06,1.02702
356,0.015,2.68598e+06,1.02675
357,0.015,2.68529e+06,1.02649
358,0.015,2.68462e+06,1.02623
359,0.015,2.68394e+06,1.02597
360,0.015,2.68328e+06,1.02572
361,0.015,2.68262e+06,1.02547
362,0.015,2.68197e+06,1.02522
363,0.015,2.68132e+06,1.02497
364,0.015,2.68068e+06,1.02472
365,0.015,2.68005e+06,1.02448
366,0.015,2.67942e+06,1.02424
367,0.015,2.6788e+06,1.024
368,0.015,2.67818e+06,1.02377
369,0.015,2.67757e+06,1.02354
370,0.015,2.67697e+06,1.02331
371,0.015,2.67637e+06,1.02308
372,0.015,2.67578e+06,1.02285
373,0.015,2.67519e+06,1.02263
374,0.015,2.67461e+06,1.02241
375,0.015,2.67404e+06,1.02219
376,0.015,2.67347e+06,1.02197
377,0.015,2.67291e+06,1.02175
378,0.015,2.67235e+06,1.02154
379,0.015,2.6718e+06,1.02133
380,0.015,2.67125e+06,1.02112
381,0.015,2.67071e+06,1.02091
382,0.015,2.67017e+06,1.02071
383,0.015,2.66964e+06,1.02051
384,0.015,2.66912e+06,1.0203
385,0.015,2.6686e+06,1.02011
386,0.015,2.66808e+06,1.01991
387,0.015,2.66757e+06,1.01971
388,0.015,2.66707e+06,1.01952
389,0.015,2.66656e+06,1.01933
390,0.015,2.66607e+06,1.01914
391,0.015,2.66558e+06,1.01895
392,0.015,2.66509e+06,1.01877
393,0.015,2.66461e+06,1.01858
394,0.015,2.66414e+06,1.0184
395,0.015,2.66366e+06,1.01822
396,0.015,2.6632e+06,1.01804
397,0.015,2.66273e+06,1.01786
398,0.015,2.66228e+06,1.01769
399,0.015,2.66182e+06,1.01752
400,0.015,2.66137e+06,1.01734
401,0.015,2.66093e+06,1.01717
402,0.015,2.66049e+06,1.01701
403,0.015,2.66005e+06,1.01684
404,0.015,2.65962e+06,1.01667
405,0.015,2.65919e+06,1.01651
406,0.015,2.65877e+06,1.01635
407,0.015,2.65835e+06,1.01619
408,0.015,2.65794e+06,1.01603
409,0.015,2.65753e+06,1.01587
410,0.015,2.65712e+06,1.01572
411,0.015,2.65672e+06,1.01556
412,0.015,2.65632e+06,1.01541
413,0.015,2.65592e+06,1.01526
414,0.015,2.65553e+06,1.01511
415,0.015,2.65514e+06,1.01496
416,0.015,2.65476e+06,1.01482
417,0.015,2.65438e+06,1.01467
418,0.015,2.654e+06,1.01453
419,0.015,2.65363e+06,1.01439
420,0.015,2.65326e+06,1.01424
421,0.015,2.6529e+06,1.0141
422,0.015,2.65254e+06,1.01397
423,0.015,2.65218e+06,1.01383
424,0.015,2.65182e+06,1.01369
425,0.015,2.65147e+06,1.01356
426,0.015,2.65113e+06,1.01343
427,0.015,2.65078e+06,1.0133
428,0.015,2.65044e+06,1.01317
429,0.015,2.6501e+06,1.01304
430,0.015,2.64977e+06,1.01291
431,0.015,2.64944e+06,1.01278
432,0.015,2.64911e+06,1.01266
433,0.015,2.64879e+06,1.01253
434,0.015,2.64846e+06,1.01241
435,0.015,2.64815e+06,1.01229
436,0.015,2.64783e+06,1.01217
437,0.015,2.64752e+06,1.01205
438,0.015,2.64721e+06,1.01193
439,0.015,2.6469e+06,1.01181
440,0.015,2.6466e+06,1.0117
441,0.015,2.6463e+06,1.01158
442,0.015,2.646e+06,1.01147
443,0.015,2.64571e+06,1.01136
444,0.015,2.64542e+06,1.01125
445,0.015,2.64513e+06,1.01114
446,0.015,2.64485e+06,1.01103
447,0.015,2.64456e+06,1.01092
448,0.015,2.64428e+06,1.01081
449,0.015,2.64401e+06,1.01071
450,0.015,2.64373e+06,1.0106
451,0.015,2.64346e+06,1.0105
452,0.015,2.64319e+06,1.01039
453,0.015,2.64292e+06,1.01029
454,0.015,2.64266e+06,1.01019
455,0.015,2.6424e+06,1.01009
456,0.015,2.64214e+06,1.00999
457,0.015,2.64188e+06,1.00989
458,0.015,2.64163e+06,1.0098
459,0.015,2.64138e+06,1.0097
460,0.015,2.64113e+06,1.00961
461,0.015,2.64089e+06,1.00951
462,0.015,2.64064e+06,1.00942
463,0.015,2.6404e+06,1.00933
464,0.015,2.64016e+06,1.00924
465,0.015,2.63992e+06,1.00915
466,0.015,2.63969e+06,1.00906
467,0.015,2.63946e+06,1.00897
468,0.015,2.63923e+06,1.00888
469,0.015,2.639e+06,1.00879
470,0.015,2.63877e+06,1.00871
471,0.015,2.63855e+06,1.00862
472,0.015,2.63833e+06,1.00854
473,0.015,2.63811e+06,1.00845
474,0.015,2.63789e+06,1.00837
475,0.015,2.63768e+06,1.00829
476,0.015,2.63747e+06,1.00821
477,0.015,2.63726e+06,1.00813
478,0.015,2.63705e+06,1.00805
479,0.015,2.63684e+06,1.00797
480,0.015,2.63664e+06,1.00789
481,0.015,2.63644e+06,1.00781
482,0.015,2.63624e+06,1.00774
483,0.015,2.63604e+06,1.00766
484,0.015,2.63584e+06,1.00758
485,0.015,2.63565e+06,1.00751
486,0.015,2.63545e+06,1.00744
487,0.015,2.63526e+06,1.00736
488,0.015,2.63508e+06,1.00729
489,0.015,2.63489e+06,1.00722
490,0.015,2.6347e+06,1.00715
491,0.015,2.63452e+06,1.00708
492,0.015,2.63434e+06,1.00701
493,0.015,2.63416e+06,1.00694
494,0.015,2.63398e+06,1.00687
495,0.015,2.6338e+06,1.00681
496,0.015,2.63363e+06,1.00674
497,0.015,2.63346e+06,1.00667
498,0.015,2.63329e+06,1.00661
499,0.015,2.63312e+06,1.00654
500,0.015,2.63295e+06,1.00648
501,0.015,2.63278e+06,1.00642
502,0.015,2.63262e+06,1.00635
503,0.015,2.63246e+06,1.00629
504,0.015,2.63229e+06,1.00623
505,0.015,2.63214e+06,1.00617
506,0.015,2.63198e+06,1.00611
507,0.015,2.63182e+06,1.00605
508,0.015,2.63167e+06,1.00599
509,0.015,2.63151e+06,1.00593
510,0.015,2.63136e+06,1.00587
511,0.015,2.63121e+06,1.00581
512,0.015,2.63106e+06,1.00576
513,0.015,2.63091e+06,1.0057
514,0.015,2.63077e+06,1.00564
515,0.015,2.63062e+06,1.00559
516,0.015,2.63048e+06,1.00553
517,0.015,2.63034e+06,1.00548
518,0.015,2.6302e+06,1.00543
519,0.015,2.63006e+06,1.00537
520,0.015,2.62992e+06,1.00532
521,0.015,2.62978e+06,1.00527
522,0.015,2.62965e+06,1.00522
523,0.015,2.62951e+06,1.00517
524,0.015,2.62938e+06,1.00512
525,0.015,2.62925e+06,1.00507
526,0.015,2.62912e+06,1.00502
527,0.015,2.62899e+06,1.00497
528,0.015,2.62886e+06,1.00492
529,0.015,2.62874e+06,1.00487
530,0.015,2.62861e+06,1.00482
531,0.015,2.62849e+06,1.00477
532,0.015,2.62837e+06,1.00473
533,0.015,2.62825e+06,1.00468
534,0.015,2.62813e+06,1.00464
535,0.015,2.62801e+06,1.00459
536,0.015,2.62789e+06,1.00455
537,0.015,2.62777e+06,1.0045
538,0.015,2.62766e+06,1.00446
539,0.015,2.62754e+06,1.00441
540,0.015,2.62743e+06,1.00437
541,0.015,2.62732e+06,1.00433
542,0.015,2.62721e+06,1.00428
543,0.015,2.6271e+06,1.00424
544,0.015,2.62699e+06,1.0042
545,0.015,2.62688e+06,1.00416
546,0.015,2.62678e+06,1.00412
547,0.015,2.62667e+06,1.00408
548,0.015,2.62657e+06,1.00404
549,0.015,2.62646e+06,1.004
550,0.015,2.62636e+06,1.00396
551,0.015,2.62626e+06,1.00392
552,0.015,2.62616e+06,1.00388
553,0.015,2.62606e+06,1.00384
554,0.015,2.62596e+06,1.00381
555,0.015,2.62586e+06,1.00377
556,0.015,2.62576e+06,1.00373
557,0.015,2.62567e+06,1.0037
558,0.015,2.62557e+06,1.00366
559,0.015,2.62548e+06,1.00362
560,0.015,2.62539e+06,1.00359
561,0.015,2.6253e+06,1.00355
562,0.015,2.6252e+06,1.00352
563,0.015,2.62511e+06,1.00348
564,0.015,2.62503e+06,1.00345
565,0.015,2.62494e+06,1.00342
566,0.015,2.62485e+06,1.00338
567,0.015,2.62476e+06,1.00335
568,0.015,2.62468e+06,1.00332
569,0.015,2.62459e+06,1.00328
570,0.015,2.62451e+06,1.00325
571,0.015,2.62442e+06,1.00322
572,0.015,2.62434e+06,1.00319
573,0.015,2.62426e+06,1.00316
574,0.015,2.62418e+06,1.00313
575,0.015,2.6241e+06,1.0031
576,0.015,2.62402e+06,1.00307
577,0.015,2.62394e+06,1.00304
578,0.015,2.62386e+06,1.00301
579,0.015,2.62379e+06,1.00298
580,0.015,2.62371e+06,1.00295
581,0.015,2.62363e+06,1.00292
582,0.015,2.62356e+06,1.00289
583,0.015,2.62349e+06,1.00286
584,0.015,2.62341e+06,1.00283
585,0.015,2.62334e+06,1.00281
586,0.015,2.62327e+06,1.00278
587,0.015,2.6232e+06,1.00275
588,0.015,2.62313e+06,1.00272
589,0.015,2.62306e+06,1.0027
590,0.015,2.62299e+06,1.00267
591,0.015,2.62292e+06,1.00264
592,0.015,2.62285e+06,1.00262
593,0.015,2.62278e+06,1.00259
594,0.015,2.62272e+06,1.00257
595,0.015,2.62265e+06,1.00254
596,0.015,2.62259e+06,1.00252
597,0.015,2.62252e+06,1.00249
598,0.015,2.62246e+06,1.00247
599,0.015,2.62239e+06,1.00244
600,0.015,2.62233e+06,1.00242
601,0.015,2.62227e+06,1.0024
602,0.015,2.62221e+06,1.00237
603,0.015,2.62215e+06,1.00235
604,0.015,2.62209e+06,1.00233
605,0.015,2.62203e+06,1.0023
606,0.015,2.62197e+06,1.00228
607,0.015,2.62191e+06,1.00226
608,0.015,2.62185e+06,1.00224
609,0.015,2.62179e+06,1.00221
610,0.015,2.62174e+06,1.00219
611,0.015,2.62168e+06,1.00217
612,0.015,2.62163e+06,1.00215
613,0.015,2.62157e+06,1.00213
614,0.015,2.62152e+06,1.00211
615,0.015,2.62146e+06,1.00209
616,0.015,2.62141e+06,1.00207
617,0.015,2.62136e+06,1.00205
618,0.015,2.6213e+06,1.00203
619,0.015,2.62125e+06,1.00201
620,0.015,2.6212e+06,1.00199
621,0.015,2.62115e+06,1.00197
622,0.015,2.6211e+06,1.00195
623,0.015,2.62105e+06,1.00193
624,0.015,2.621e+06,1.00191
625,0.015,2.62095e+06,1.00189
626,0.015,2.6209e+06,1.00187
627,0.015,2.62085e+06,1.00186
628,0.015,2.62081e+06,1.00184
629,0.015,2.62076e+06,1.00182
630,0.015,2.62071e+06,1.0018
631,0.015,2.62067e+06,1.00178
632,0.015,2.62062e+06,1.00177
633,0.015,2.62057e+06,1.00175
634,0.015,2.62053e+06,1.00173
635,0.015,2.62049e+06,1.00171
636,0.015,2.62044e+06,1.0017
637,0.015,2.6204e+06,1.00168
638,0.015,2.62036e+06,1.00166
639,0.015,2.62031e+06,1.00165
640,0.015,2.62027e+06,1.00163
641,0.015,2.62023e+06,1.00162
642,0.015,2.62019e+06,1.0016
643,0.015,2.62015e+06,1.00158
644,0.015,2.62011e+06,1.00157
645,0.015,2.62006e+06,1.00155
646,0.015,2.62003e+06,1.00154
647,0.015,2.61999e+06,1.00152
648,0.015,2.61995e+06,1.00151
649,0.015,2.61991e+06,1.00149
650,0.015,2.61987e+06,1.00148
651,0.015,2.61983e+06,1.00146
652,0.015,2.61979e+06,1.00145
653,0.015,2.61976e+06,1.00144
654,0.015,2.61972e+06,1.00142
655,0.015,2.61968e+06,1.00141
656,0.015,2.61965e+06,1.00139
657,0.015,2.61961e+06,1.00138
658,0.015,2.61958e+06,1.00137
659,0.015,2.61954e+06,1.00135
660,0.015,2.61951e+06,1.00134
661,0.015,2.61947e+06,1.00133
662,0.015,2.61944e+06,1.00131
663,0.015,2.6194e+06,1.0013
664,0.015,2.61937e+06,1.00129
665,0.015,2.61934e+06,1.00128
666,0.015,2.61931e+06,1.00126
667,0.015,2.61927e+06,1.00125
668,0.015,2.61924e+06,1.00124
669,0.015,2.61921e+06,1.00123
670,0.015,2.61918e+06,1.00121
671,0.015,2.61915e+06,1.0012
672,0.015,2.61912e+06,1.00119
673,0.015,2.61909e+06,1.00118
674,0.015,2.61906e+06,1.00117
675,0.015,2.61903e+06,1.00116
676,0.015,2.619e+06,1.00115
677,0.015,2.61897e+06,1.00113
678,0.015,2.61894e+06,1.00112
679,0.015,2.61891e+06,1.00111
680,0.015,2.61888e+06,1.0011
681,0.015,2.61885e+06,1.00109
682,0.015,2.61882e+06,1.00108
683,0.015,2.6188e+06,1.00107
684,0.015,2.61877e+06,1.00106
685,0.015,2.61874e+06,1.00105
686,0.015,2.61871e+06,1.00104
687,0.015,2.61869e+06,1.00103
688,0.015,2.61866e+06,1.00102
689,0.015,2.61864e+06,1.00101
690,0.015,2.61861e+06,1.001
691,0.015,2.61858e+06,1.00099
692,0.015,2.61856e+06,1.00098
693,0.015,2.61853e+06,1.00097
694,0.015,2.61851e+06,1.00096
695,0.015,2.61848e+06,1.00095
696,0.015,2.61846e+06,1.00094
697,0.015,2.61844e+06,1.00093
698,0.015,2.61841e+06,1.00092
699,0.015,2.61839e+06,1.00091
700,0.015,2.61837e+06,1.0009
701,0.015,2.61834e+06,1.0009
702,0.015,2.61832e+06,1.00089
703,0.015,2.6183e+06,1.00088
704,0.015,2.61827e+06,1.00087
705,0.015,2.61825e+06,1.00086
706,0.015,2.61823e+06,1.00085
707,0.015,2.61821e+06,1.00084
708,0.015,2.61819e+06,1.00084
709,0.015,2.61816e+06,1.00083
710,0.015,2.61814e+06,1.00082
711,0.015,2.61812e+06,1.00081
712,0.015,2.6181e+06,1.0008
713,0.015,2.61808e+06,1.0008
714,0.015,2.61806e+06,1.00079
715,0.015,2.61804e+06,1.00078
716,0.015,2.61802e+06,1.00077
717,0.015,2.618e+06,1.00076
718,0.015,2.61798e+06,1.00076
719,0.015,2.61796e+06,1.00075
720,0.015,2.61794e+06,1.00074
721,0.015,2.61792e+06,1.00074
722,0.015,2.6179e+06,1.00073
723,0.015,2.61789e+06,1.00072
724,0.015,2.61787e+06,1.00071
725,0.015,2.61785e+06,1.00071
726,0.015,2.61783e+06,1.0007
727,0.015,2.61781e+06,1.00069
728,0.015,2.6178e+06,1.00069
729,0.015,2.61778e+06,1.00068
730,0.015,2.61776e+06,1.00067
731,0.015,2.61774e+06,1.00067
732,0.015,2.61773e+06,1.00066
733,0.015,2.61771e+06,1.00065
734,0.015,2.61769e+06,1.00065
735,0.015,2.61768e+06,1.00064
736,0.015,2.61766e+06,1.00063
