step,strain,p,p_over_p_eq
272,0.015,4.4427e+06,1.03737
273,0.015,4.44113e+06,1.037
274,0.015,4.43958e+06,1.03664
275,0.015,4.43804e+06,1.03628
276,0.015,4.43652e+06,1.03592
277,0.015,4.43501e+06,1.03557
278,0.015,4.43352e+06,1.03522
279,0.015,4.43204e+06,1.03488
280,0.015,4.43058e+06,1.03454
281,0.015,4.42913e+06,1.0342
282,0.015,4.42769e+06,1.03386
283,0.015,4.42627e+06,1.03353
284,0.015,4.42486e+06,1.0332
285,0.015,4.42347e+06,1.03288
286,0.015,4.42209e+06,1.03256
287,0.015,4.42072e+06,1.03224
288,0.015,4.41937e+06,1.03192
289,0.015,4.41803e+06,1.03161
290,0.015,4.4167e+06,1.0313
291,0.015,4.41539e+06,1.03099
292,0.015,4.41409e+06,1.03069
293,0.015,4.4128e+06,1.03039
294,0.015,4.41153e+06,1.03009
295,0.015,4.41026e+06,1.02979
296,0.015,4.40901e+06,1.0295
297,0.015,4.40778e+06,1.02921
298,0.015,4.40655e+06,1.02893
299,0.015,4.40534e+06,1.02864
300,0.015,4.40413e+06,1.02836
301,0.015,4.40294e+06,1.02808
302,0.015,4.40177e+06,1.02781
303,0.015,4.4006e+06,1.02754
304,0.015,4.39944e+06,1.02727
305,0.015,4.3983e+06,1.027
306,0.015,4.39717e+06,1.02674
307,0.015,4.39604e+06,1.02647
308,0.015,4.39493e+06,1.02621
309,0.015,4.39383e+06,1.02596
310,0.015,4.39274e+06,1.0257
311,0.015,4.39167e+06,1.02545
312,0.015,4.3906e+06,1.0252
313,0.015,4.38954e+06,1.02495
314,0.015,4.38849e+06,1.02471
315,0.015,4.38746e+06,1.02447
316,0.015,4.38643e+06,1.02423
317,0.015,4.38541e+06,1.02399
318,0.015,4.3844e+06,1.02376
319,0.015,4.38341e+06,1.02352
320,0.015,4.38242e+06,1.02329
321,0.015,4.38144e+06,1.02306
322,0.015,4.38048e+06,1.02284
323,0.015,4.37952e+06,1.02261
324,0.015,4.37857e+06,1.02239
325,0.015,4.37763e+06,1.02217
326,0.015,4.3767e+06,1.02196
327,0.015,4.37578e+06,1.02174
328,0.015,4.37486e+06,1.02153
329,0.015,4.37396e+06,1.02132
330,0.015,4.37307e+06,1.02111
331,0.015,4.37218e+06,1.0209
332,0.015,4.3713e+06,1.0207
333,0.015,4.37043e+06,1.02049
334,0.015,4.36957e+06,1.02029
335,0.015,4.36872e+06,1.02009
336,0.015,4.36788e+06,1.0199
337,0.015,4.36704e+06,1.0197
338,0.015,4.36622e+06,1.01951
339,0.015,4.3654e+06,1.01932
340,0.015,4.36459e+06,1.01913
341,0.015,4.36379e+06,1.01894
342,0.015,4.36299e+06,1.01876
343,0.015,4.3622e+06,1.01857
344,0.015,4.36142e+06,1.01839
345,0.015,4.36065e+06,1.01821
346,0.015,4.35989e+06,1.01803
347,0.015,4.35913e+06,1.01785
348,0.015,4.35838e+06,1.01768
349,0.015,4.35764e+06,1.01751
350,0.015,4.35691e+06,1.01733
351,0.015,4.35618e+06,1.01717
352,0.015,4.35546e+06,1.017
353,0.015,4.35475e+06,1.01683
354,0.015,4.35404e+06,1.01667
355,0.015,4.35334e+06,1.0165
356,0.015,4.35265e+06,1.01634
357,0.015,4.35196e+06,1.01618
358,0.015,4.35128e+06,1.01602
359,0.015,4.35061e+06,1.01586
360,0.015,4.34994e+06,1.01571
361,0.015,4.34928e+06,1.01556
362,0.015,4.34863e+06,1.0154
363,0.015,4.34799e+06,1.01525
364,0.015,4.34735e+06,1.0151
365,0.015,4.34671e+06,1.01495
366,0.015,4.34608e+06,1.01481
367,0.015,4.34546e+06,1.01466
368,0.015,4.34485e+06,1.01452
369,0.015,4.34424e+06,1.01438
370,0.015,4.34363e+06,1.01424
371,0.015,4.34304e+06,1.0141
372,0.015,4.34245e+06,1.01396
373,0.015,4.34186e+06,1.01382
374,0.015,4.34128e+06,1.01369
375,0.015,4.34071e+06,1.01355
376,0.015,4.34014e+06,1.01342
377,0.015,4.33957e+06,1.01329
378,0.015,4.33902e+06,1.01316
379,0.015,4.33846e+06,1.01303
380,0.015,4.33792e+06,1.0129
381,0.015,4.33738e+06,1.01277
382,0.015,4.33684e+06,1.01265
383,0.015,4.33631e+06,1.01253
384,0.015,4.33578e+06,1.0124
385,0.015,4.33526e+06,1.01228
386,0.015,4.33475e+06,1.01216
387,0.015,4.33424e+06,1.01204
388,0.015,4.33373e+06,1.01192
389,0.015,4.33323e+06,1.01181
390,0.015,4.33274e+06,1.01169
391,0.015,4.33225e+06,1.01158
392,0.015,4.33176e+06,1.01146
393,0.015,4.33128e+06,1.01135
394,0.015,4.3308e+06,1.01124
395,0.015,4.33033e+06,1.01113
396,0.015,4.32986e+06,1.01102
397,0.015,4.3294e+06,1.01091
398,0.015,4.32894e+06,1.01081
399,0.015,4.32849e+06,1.0107
400,0.015,4.32804e+06,1.01059
401,0.015,4.3276e+06,1.01049
402,0.015,4.32716e+06,1.01039
403,0.015,4.32672e+06,1.01029
404,0.015,4.32629e+06,1.01019
405,0.015,4.32586e+06,1.01009
406,0.015,4.32544e+06,1.00999
407,0.015,4.32502e+06,1.00989
408,0.015,4.3246e+06,1.00979
409,0.015,4.32419e+06,1.0097
410,0.015,4.32379e+06,1.0096
411,0.015,4.32338e+06,1.00951
412,0.015,4.32298e+06,1.00941
413,0.015,4.32259e+06,1.00932
414,0.015,4.3222e+06,1.00923
415,0.015,4.32181e+06,1.00914
416,0.015,4.32143e+06,1.00905
417,0.015,4.32105e+06,1.00896
418,0.015,4.32067e+06,1.00887
419,0.015,4.3203e+06,1.00879
420,0.015,4.31993e+06,1.0087
421,0.015,4.31956e+06,1.00862
422,0.015,4.3192e+06,1.00853
423,0.015,4.31884e+06,1.00845
424,0.015,4.31849e+06,1.00836
425,0.015,4.31814e+06,1.00828
426,0.015,4.31779e+06,1.0082
427,0.015,4.31745e+06,1.00812
428,0.015,4.31711e+06,1.00804
429,0.015,4.31677e+06,1.00796
430,0.015,4.31644e+06,1.00788
431,0.015,4.3161e+06,1.00781
432,0.015,4.31578e+06,1.00773
433,0.015,4.31545e+06,1.00766
434,0.015,4.31513e+06,1.00758
435,0.015,4.31481e+06,1.00751
436,0.015,4.3145e+06,1.00743
437,0.015,4.31419e+06,1.00736
438,0.015,4.31388e+06,1.00729
439,0.015,4.31357e+06,1.00722
440,0.015,4.31327e+06,1.00715
441,0.015,4.31297e+06,1.00708
442,0.015,4.31267e+06,1.00701
443,0.015,4.31238e+06,1.00694
444,0.015,4.31209e+06,1.00687
445,0.015,4.3118e+06,1.0068
446,0.015,4.31151e+06,1.00674
447,0.015,4.31123e+06,1.00667
448,0.015,4.31095e+06,1.0066
449,0.015,4.31067e+06,1.00654
450,0.015,4.3104e+06,1.00648
451,0.015,4.31013e+06,1.00641
452,0.015,4.30986e+06,1.00635
453,0.015,4.30959e+06,1.00629
454,0.015,4.30933e+06,1.00623
455,0.015,4.30907e+06,1.00616
456,0.015,4.30881e+06,1.0061
457,0.015,4.30855e+06,1.00604
458,0.015,4.3083e+06,1.00598
459,0.015,4.30805e+06,1.00593
460,0.015,4.3078e+06,1.00587
461,0.015,4.30755e+06,1.00581
462,0.015,4.30731e+06,1.00575
463,0.015,4.30707e+06,1.0057
464,0.015,4.30683e+06,1.00564
465,0.015,4.30659e+06,1.00559
466,0.015,4.30636e+06,1.00553
467,0.015,4.30612e+06,1.00548
468,0.015,4.30589e+06,1.00542
469,0.015,4.30567e+06,1.00537
470,0.015,4.30544e+06,1.00532
471,0.015,4.30522e+06,1.00527
472,0.015,4.305e+06,1.00521
473,0.015,4.30478e+06,1.00516
474,0.015,4.30456e+06,1.00511
475,0.015,4.30435e+06,1.00506
476,0.015,4.30413e+06,1.00501
477,0.015,4.30392e+06,1.00496
478,0.015,4.30372e+06,1.00491
479,0.015,4.30351e+06,1.00487
480,0.015,4.30331e+06,1.00482
481,0.015,4.3031e+06,1.00477
482,0.015,4.3029e+06,1.00473
483,0.015,4.3027e+06,1.00468
484,0.015,4.30251e+06,1.00463
485,0.015,4.30231e+06,1.00459
486,0.015,4.30212e+06,1.00454
487,0.015,4.30193e+06,1.0045
488,0.015,4.30174e+06,1.00445
489,0.015,4.30156e+06,1.00441
490,0.015,4.30137e+06,1.00437
491,0.015,4.30119e+06,1.00432
492,0.015,4.30101e+06,1.00428
493,0.015,4.30083e+06,1.00424
494,0.015,4.30065e+06,1.0042
495,0.015,4.30047e+06,1.00416
496,0.015,4.3003e+06,1.00412
497,0.015,4.30012e+06,1.00408
498,0.015,4.29995e+06,1.00404
499,0.015,4.29978e+06,1.004
500,0.015,4.29962e+06,1.00396
501,0.015,4.29945e+06,1.00392
502,0.015,4.29929e+06,1.00388
503,0.015,4.29912e+06,1.00384
504,0.015,4.29896e+06,1.0038
505,0.015,4.2988e+06,1.00377
506,0.015,4.29864e+06,1.00373
507,0.015,4.29849e+06,1.00369
508,0.015,4.29833e+06,1.00366
509,0.015,4.29818e+06,1.00362
510,0.015,4.29803e+06,1.00359
511,0.015,4.29788e+06,1.00355
512,0.015,4.29773e+06,1.00352
513,0.015,4.29758e+06,1.00348
514,0.015,4.29743e+06,1.00345
515,0.015,4.29729e+06,1.00341
516,0.015,4.29715e+06,1.00338
517,0.015,4.297e+06,1.00335
518,0.015,4.29686e+06,1.00331
519,0.015,4.29672e+06,1.00328
520,0.015,4.29659e+06,1.00325
521,0.015,4.29645e+06,1.00322
522,0.015,4.29631e+06,1.00319
523,0.015,4.29618e+06,1.00316
524,0.015,4.29605e+06,1.00312
525,0.015,4.29592e+06,1.00309
526,0.015,4.29579e+06,1.00306
527,0.015,4.29566e+06,1.00303
528,0.015,4.29553e+06,1.003
529,0.015,4.29541e+06,1.00297
530,0.015,4.29528e+06,1.00295
531,0.015,4.29516e+06,1.00292
532,0.015,4.29503e+06,1.00289
533,0.015,4.29491e+06,1.00286
534,0.015,4.29479e+06,1.00283
535,0.015,4.29467e+06,1.0028
536,0.015,4.29456e+06,1.00278
537,0.015,4.29444e+06,1.00275
538,0.015,4.29433e+06,1.00272
539,0.015,4.29421e+06,1.0027
540,0.015,4.2941e+06,1.00267
541,0.015,4.29399e+06,1.00264
542,0.015,4.29387e+06,1.00262
543,0.015,4.29377e+06,1.00259
544,0.015,4.29366e+06,1.00257
545,0.015,4.29355e+06,1.00254
546,0.015,4.29344e+06,1.00252
547,0.015,4.29334e+06,1.00249
548,0.015,4.29323e+06,1.00247
549,0.015,4.29313e+06,1.00244
550,0.015,4.29303e+06,1.00242
551,0.015,4.29292e+06,1.0024
552,0.015,4.29282e+06,1.00237
553,0.015,4.29272e+06,1.00235
554,0.015,4.29263e+06,1.00233
555,0.015,4.29253e+06,1.0023
556,0.015,4.29243e+06,1.00228
557,0.015,4.29234e+06,1.00226
558,0.015,4.29224e+06,1.00224
559,0.015,4.29215e+06,1.00221
560,0.015,4.29205e+06,1.00219
561,0.015,4.29196e+06,1.00217
562,0.015,4.29187e+06,1.00215
563,0.015,4.29178e+06,1.00213
564,0.015,4.29169e+06,1.00211
565,0.015,4.2916e+06,1.00209
566,0.015,4.29152e+06,1.00207
567,0.015,4.29143e+06,1.00205
568,0.015,4.29134e+06,1.00203
569,0.015,4.29126e+06,1.00201
570,0.015,4.29117e+06,1.00199
571,0.015,4.29109e+06,1.00197
572,0.015,4.29101e+06,1.00195
573,0.015,4.29093e+06,1.00193
574,0.015,4.29085e+06,1.00191
575,0.015,4.29077e+06,1.00189
576,0.015,4.29069e+06,1.00187
577,0.015,4.29061e+06,1.00185
578,0.015,4.29053e+06,1.00184
579,0.015,4.29045e+06,1.00182
580,0.015,4.29038e+06,1.0018
581,0.015,4.2903e+06,1.00178
582,0.015,4.29023e+06,1.00177
583,0.015,4.29015e+06,1.00175
584,0.015,4.29008e+06,1.00173
585,0.015,4.29001e+06,1.00171
586,0.015,4.28993e+06,1.0017
587,0.015,4.28986e+06,1.00168
588,0.015,4.28979e+06,1.00166
589,0.015,4.28972e+06,1.00165
590,0.015,4.28965e+06,1.00163
591,0.015,4.28958e+06,1.00162
592,0.015,4.28952e+06,1.0016
593,0.015,4.28945e+06,1.00158
594,0.015,4.28938e+06,1.00157
595,0.015,4.28932e+06,1.00155
596,0.015,4.28925e+06,1.00154
597,0.015,4.28919e+06,1.00152
598,0.015,4.28912e+06,1.00151
599,0.015,4.28906e+06,1.00149
600,0.015,4.289e+06,1.00148
601,0.015,4.28894e+06,1.00146
602,0.015,4.28887e+06,1.00145
603,0.015,4.28881e+06,1.00144
604,0.015,4.28875e+06,1.00142
605,0.015,4.28869e+06,1.00141
606,0.015,4.28863e+06,1.00139
607,0.015,4.28858e+06,1.00138
608,0.015,4.28852e+06,1.00137
609,0.015,4.28846e+06,1.00135
610,0.015,4.2884e+06,1.00134
611,0.015,4.28835e+06,1.00133
612,0.015,4.28829e+06,1.00131
613,0.015,4.28824e+06,1.0013
614,0.015,4.28818e+06,1.00129
615,0.015,4.28813e+06,1.00128
616,0.015,4.28808e+06,1.00126
617,0.015,4.28802e+06,1.00125
618,0.015,4.28797e+06,1.00124
619,0.015,4.28792e+06,1.00123
620,0.015,4.28787e+06,1.00121
621,0.015,4.28782e+06,1.0012
622,0.015,4.28776e+06,1.00119
623,0.015,4.28771e+06,1.00118
624,0.015,4.28767e+06,1.00117
625,0.015,4.28762e+06,1.00116
626,0.015,4.28757e+06,1.00114
627,0.015,4.28752e+06,1.00113
628,0.015,4.28747e+06,1.00112
629,0.015,4.28743e+06,1.00111
630,0.015,4.28738e+06,1.0011
631,0.015,4.28733e+06,1.00109
632,0.015,4.28729e+06,1.00108
633,0.015,4.28724e+06,1.00107
634,0.015,4.2872e+06,1.00106
635,0.015,4.28715e+06,1.00105
636,0.015,4.28711e+06,1.00104
637,0.015,4.28706e+06,1.00103
638,0.015,4.28702e+06,1.00102
639,0.015,4.28698e+06,1.00101
640,0.015,4.28694e+06,1.001
641,0.015,4.28689e+06,1.00099
642,0.015,4.28685e+06,1.00098
643,0.015,4.28681e+06,1.00097
644,0.015,4.28677e+06,1.00096
645,0.015,4.28673e+06,1.00095
646,0.015,4.28669e+06,1.00094
647,0.015,4.28665e+06,1.00093
648,0.015,4.28661e+06,1.00092
649,0.015,4.28657e+06,1.00091
650,0.015,4.28654e+06,1.0009
651,0.015,4.2865e+06,1.00089
652,0.015,4.28646e+06,1.00089
653,0.015,4.28642e+06,1.00088
654,0.015,4.28639e+06,1.00087
655,0.015,4.28635e+06,1.00086
656,0.015,4.28631e+06,1.00085
657,0.015,4.28628e+06,1.00084
658,0.015,4.28624e+06,1.00084
659,0.015,4.28621e+06,1.00083
660,0.015,4.28617e+06,1.00082
661,0.015,4.28614e+06,1.00081
662,0.015,4.28611e+06,1.0008
663,0.015,4.28607e+06,1.00079
664,0.015,4.28604e+06,1.00079
665,0.015,4.286e+06,1.00078
666,0.015,4.28597e+06,1.00077
667,0.015,4.28594e+06,1.00076
668,0.015,4.28591e+06,1.00076
669,0.015,4.28588e+06,1.00075
670,0.015,4.28584e+06,1.00074
671,0.015,4.28581e+06,1.00073
672,0.015,4.28578e+06,1.00073
673,0.015,4.28575e+06,1.00072
674,0.015,4.28572e+06,1.00071
675,0.015,4.28569e+06,1.00071
676,0.015,4.28566e+06,1.0007
677,0.015,4.28563e+06,1.00069
678,0.015,4.2856e+06,1.00069
679,0.015,4.28558e+06,1.00068
680,0.015,4.28555e+06,1.00067
681,0.015,4.28552e+06,1.00067
682,0.015,4.28549e+06,1.00066
683,0.015,4.28546e+06,1.00065
684,0.015,4.28544e+06,1.00065
685,0.015,4.28541e+06,1.00064
686,0.015,4.28538e+06,1.00063
687,0.015,4.28535e+06,1.00063
688,0.015,4.28533e+06,1.00062
689,0.015,4.2853e+06,1.00062
690,0.015,4.28528e+06,1.00061
691,0.015,4.28525e+06,1.0006
692,0.015,4.28523e+06,1.0006
693,0.015,4.2852e+06,1.00059
694,0.015,4.28518e+06,1.00059
695,0.015,4.28515e+06,1.00058
696,0.015,4.28513e+06,1.00057
697,0.015,4.2851e+06,1.00057
698,0.015,4.28508e+06,1.00056
699,0.015,4.28506e+06,1.00056
700,0.015,4.28503e+06,1.00055
701,0.015,4.28501e+06,1.00055
702,0.015,4.28499e+06,1.00054
703,0.015,4.28496e+06,1.00054
704,0.015,4.28494e+06,1.00053
705,0.015,4.28492e+06,1.00053
706,0.015,4.2849e+06,1.00052
707,0.015,4.28487e+06,1.00052
708,0.015,4.28485e+06,1.00051
709,0.015,4.28483e+06,1.00051
710,0.015,4.28481e+06,1.0005
711,0.015,4.28479e+06,1.0005
712,0.015,4.28477e+06,1.00049
713,0.015,4.28475e+06,1.00049
714,0.015,4.28473e+06,1.00048
715,0.015,4.28471e+06,1.00048
716,0.015,4.28469e+06,1.00047
717,0.015,4.28467e+06,1.00047
718,0.015,4.28465e+06,1.00046
719,0.015,4.28463e+06,1.00046
720,0.015,4.28461e+06,1.00045
721,0.015,4.28459e+06,1.00045
722,0.015,4.28457e+06,1.00044
723,0.015,4.28455e+06,1.00044
724,0.015,4.28453e+06,1.00044
725,0.015,4.28452e+06,1.00043
726,0.015,4.2845e+06,1.00043
727,0.015,4.28448e+06,1.00042
728,0.015,4.28446e+06,1.00042
729,0.015,4.28444e+06,1.00042
730,0.015,4.28443e+06,1.00041
731,0.015,4.28441e+06,1.00041
732,0.015,4.28439e+06,1.0004
733,0.015,4.28438e+06,1.0004
734,0.015,4.28436e+06,1.0004
