step,strain,p,p_over_p_eq
157,0.015,3.94594e+06,1.14397
158,0.015,3.94107e+06,1.14256
159,0.015,3.93625e+06,1.14116
160,0.015,3.93148e+06,1.13978
161,0.015,3.92676e+06,1.13841
162,0.015,3.92208e+06,1.13705
163,0.015,3.91744e+06,1.13571
164,0.015,3.91286e+06,1.13438
165,0.015,3.90832e+06,1.13306
166,0.015,3.90382e+06,1.13176
167,0.015,3.89936e+06,1.13047
168,0.015,3.89496e+06,1.12919
169,0.015,3.89059e+06,1.12792
170,0.015,3.88626e+06,1.12667
171,0.015,3.88198e+06,1.12543
172,0.015,3.87774e+06,1.1242
173,0.015,3.87355e+06,1.12298
174,0.015,3.86939e+06,1.12178
175,0.015,3.86527e+06,1.12059
176,0.015,3.8612e+06,1.1194
177,0.015,3.85716e+06,1.11823
178,0.015,3.85317e+06,1.11708
179,0.015,3.84921e+06,1.11593
180,0.015,3.84529e+06,1.11479
181,0.015,3.84141e+06,1.11367
182,0.015,3.83757e+06,1.11255
183,0.015,3.83376e+06,1.11145
184,0.015,3.83e+06,1.11036
185,0.015,3.82627e+06,1.10928
186,0.015,3.82257e+06,1.10821
187,0.015,3.81892e+06,1.10715
188,0.015,3.81529e+06,1.1061
189,0.015,3.81171e+06,1.10506
190,0.015,3.80816e+06,1.10403
191,0.015,3.80464e+06,1.10301
192,0.015,3.80116e+06,1.102
193,0.015,3.79771e+06,1.101
194,0.015,3.7943e+06,1.10001
195,0.015,3.79092e+06,1.09903
196,0.015,3.78757e+06,1.09806
197,0.015,3.78426e+06,1.0971
198,0.015,3.78098e+06,1.09615
199,0.015,3.77773e+06,1.0952
200,0.015,3.77451e+06,1.09427
201,0.015,3.77132e+06,1.09335
202,0.015,3.76817e+06,1.09243
203,0.015,3.76504e+06,1.09153
204,0.015,3.76195e+06,1.09063
205,0.015,3.75889e+06,1.08974
206,0.015,3.75585e+06,1.08886
207,0.015,3.75285e+06,1.08799
208,0.015,3.74987e+06,1.08713
209,0.015,3.74693e+06,1.08628
210,0.015,3.74401e+06,1.08543
211,0.015,3.74113e+06,1.08459
212,0.015,3.73827e+06,1.08377
213,0.015,3.73544e+06,1.08294
214,0.015,3.73263e+06,1.08213
215,0.015,3.72986e+06,1.08133
216,0.015,3.72711e+06,1.08053
217,0.015,3.72439e+06,1.07974
218,0.015,3.72169e+06,1.07896
219,0.015,3.71902e+06,1.07819
220,0.015,3.71638e+06,1.07742
221,0.015,3.71376e+06,1.07666
222,0.015,3.71117e+06,1.07591
223,0.015,3.70861e+06,1.07517
224,0.015,3.70607e+06,1.07443
225,0.015,3.70355e+06,1.0737
226,0.015,3.70106e+06,1.07298
227,0.015,3.69859e+06,1.07226
228,0.015,3.69615e+06,1.07155
229,0.015,3.69373e+06,1.07085
230,0.015,3.69134e+06,1.07016
231,0.015,3.68896e+06,1.06947
232,0.015,3.68662e+06,1.06879
233,0.015,3.68429e+06,1.06812
234,0.015,3.68199e+06,1.06745
235,0.015,3.67971e+06,1.06679
236,0.015,3.67745e+06,1.06613
237,0.015,3.67522e+06,1.06549
238,0.015,3.673e+06,1.06484
239,0.015,3.67081e+06,1.06421
240,0.015,3.66864e+06,1.06358
241,0.015,3.66649e+06,1.06296
242,0.015,3.66436e+06,1.06234
243,0.015,3.66226e+06,1.06173
244,0.015,3.66017e+06,1.06112
245,0.015,3.65811e+06,1.06053
246,0.015,3.65606e+06,1.05993
247,0.015,3.65403e+06,1.05934
248,0.015,3.65203e+06,1.05876
249,0.015,3.65004e+06,1.05819
250,0.015,3.64808e+06,1.05762
251,0.015,3.64613e+06,1.05705
252,0.015,3.6442e+06,1.05649
253,0.015,3.64229e+06,1.05594
254,0.015,3.6404e+06,1.05539
255,0.015,3.63853e+06,1.05485
256,0.015,3.63667e+06,1.05431
257,0.015,3.63484e+06,1.05378
258,0.015,3.63302e+06,1.05325
259,0.015,3.63122e+06,1.05273
260,0.015,3.62944e+06,1.05221
261,0.015,3.62767e+06,1.0517
262,0.015,3.62593e+06,1.0512
263,0.015,3.62419e+06,1.05069
264,0.015,3.62248e+06,1.0502
265,0.015,3.62078e+06,1.04971
266,0.015,3.6191e+06,1.04922
267,0.015,3.61744e+06,1.04874
268,0.015,3.61579e+06,1.04826
269,0.015,3.61416e+06,1.04779
270,0.015,3.61255e+06,1.04732
271,0.015,3.61095e+06,1.04685
272,0.015,3.60936e+06,1.04639
273,0.015,3.6078e+06,1.04594
274,0.015,3.60624e+06,1.04549
275,0.015,3.60471e+06,1.04504
276,0.015,3.60318e+06,1.0446
277,0.015,3.60168e+06,1.04417
278,0.015,3.60018e+06,1.04373
279,0.015,3.59871e+06,1.0433
280,0.015,3.59724e+06,1.04288
281,0.015,3.59579e+06,1.04246
282,0.015,3.59436e+06,1.04204
283,0.015,3.59294e+06,1.04163
284,0.015,3.59153e+06,1.04122
285,0.015,3.59014e+06,1.04082
286,0.015,3.58876e+06,1.04042
287,0.015,3.58739e+06,1.04002
288,0.015,3.58604e+06,1.03963
289,0.015,3.5847e+06,1.03924
290,0.015,3.58337e+06,1.03886
291,0.015,3.58206e+06,1.03848
292,0.015,3.58076e+06,1.0381
293,0.015,3.57947e+06,1.03773
294,0.015,3.57819e+06,1.03736
295,0.015,3.57693e+06,1.03699
296,0.015,3.57568e+06,1.03663
297,0.015,3.57444e+06,1.03627
298,0.015,3.57322e+06,1.03592
299,0.015,3.572e+06,1.03556
300,0.015,3.5708e+06,1.03521
301,0.015,3.56961e+06,1.03487
302,0.015,3.56843e+06,1.03453
303,0.015,3.56727e+06,1.03419
304,0.015,3.56611e+06,1.03385
305,0.015,3.56497e+06,1.03352
306,0.015,3.56383e+06,1.03319
307,0.015,3.56271e+06,1.03287
308,0.015,3.5616e+06,1.03255
309,0.015,3.5605e+06,1.03223
310,0.015,3.55941e+06,1.03191
311,0.015,3.55833e+06,1.0316
312,0.015,3.55726e+06,1.03129
313,0.015,3.55621e+06,1.03098
314,0.015,3.55516e+06,1.03068
315,0.015,3.55412e+06,1.03038
316,0.015,3.5531e+06,1.03008
317,0.015,3.55208e+06,1.02979
318,0.015,3.55107e+06,1.0295
319,0.015,3.55007e+06,1.02921
320,0.015,3.54909e+06,1.02892
321,0.015,3.54811e+06,1.02864
322,0.015,3.54714e+06,1.02836
323,0.015,3.54618e+06,1.02808
324,0.015,3.54523e+06,1.0278
325,0.015,3.5443e+06,1.02753
326,0.015,3.54336e+06,1.02726
327,0.015,3.54244e+06,1.02699
328,0.015,3.54153e+06,1.02673
329,0.015,3.54063e+06,1.02647
330,0.015,3.53973e+06,1.02621
331,0.015,3.53885e+06,1.02595
332,0.015,3.53797e+06,1.0257
333,0.015,3.5371e+06,1.02544
334,0.015,3.53624e+06,1.0252
335,0.015,3.53539e+06,1.02495
336,0.015,3.53455e+06,1.0247
337,0.015,3.53371e+06,1.02446
338,0.015,3.53288e+06,1.02422
339,0.015,3.53207e+06,1.02399
340,0.015,3.53126e+06,1.02375
341,0.015,3.53045e+06,1.02352
342,0.015,3.52966e+06,1.02329
343,0.015,3.52887e+06,1.02306
344,0.015,3.52809e+06,1.02283
345,0.015,3.52732e+06,1.02261
346,0.015,3.52656e+06,1.02239
347,0.015,3.5258e+06,1.02217
348,0.015,3.52505e+06,1.02195
349,0.015,3.52431e+06,1.02174
350,0.015,3.52357e+06,1.02152
351,0.015,3.52285e+06,1.02131
352,0.015,3.52213e+06,1.0211
353,0.015,3.52141e+06,1.0209
354,0.015,3.52071e+06,1.02069
355,0.015,3.52001e+06,1.02049
356,0.015,3.51931e+06,1.02029
357,0.015,3.51863e+06,1.02009
358,0.015,3.51795e+06,1.01989
359,0.015,3.51728e+06,1.0197
360,0.015,3.51661e+06,1.0195
361,0.015,3.51595e+06,1.01931
362,0.015,3.5153e+06,1.01912
363,0.015,3.51465e+06,1.01894
364,0.015,3.51401e+06,1.01875
365,0.015,3.51338e+06,1.01857
366,0.015,3.51275e+06,1.01839
367,0.015,3.51213e+06,1.01821
368,0.015,3.51151e+06,1.01803
369,0.015,3.5109e+06,1.01785
370,0.015,3.5103e+06,1.01768
371,0.015,3.5097e+06,1.0175
372,0.015,3.50911e+06,1.01733
373,0.015,3.50853e+06,1.01716
374,0.015,3.50795e+06,1.01699
375,0.015,3.50737e+06,1.01683
376,0.015,3.5068e+06,1.01666
377,0.015,3.50624e+06,1.0165
378,0.015,3.50568e+06,1.01634
379,0.015,3.50513e+06,1.01618
380,0.015,3.50458e+06,1.01602
381,0.015,3.50404e+06,1.01586
382,0.015,3.50351e+06,1.01571
383,0.015,3.50298e+06,1.01555
384,0.015,3.50245e+06,1.0154
385,0.015,3.50193e+06,1.01525
386,0.015,3.50141e+06,1.0151
387,0.015,3.5009e+06,1.01495
388,0.015,3.5004e+06,1.0148
389,0.015,3.4999e+06,1.01466
390,0.015,3.4994e+06,1.01452
391,0.015,3.49891e+06,1.01437
392,0.015,3.49843e+06,1.01423
393,0.015,3.49795e+06,1.01409
394,0.015,3.49747e+06,1.01396
395,0.015,3.497e+06,1.01382
396,0.015,3.49653e+06,1.01368
397,0.015,3.49607e+06,1.01355
398,0.015,3.49561e+06,1.01342
399,0.015,3.49516e+06,1.01328
400,0.015,3.49471e+06,1.01315
401,0.015,3.49426e+06,1.01303
402,0.015,3.49382e+06,1.0129
403,0.015,3.49339e+06,1.01277
404,0.015,3.49295e+06,1.01265
405,0.015,3.49253e+06,1.01252
406,0.015,3.4921e+06,1.0124
407,0.015,3.49169e+06,1.01228
408,0.015,3.49127e+06,1.01216
409,0.015,3.49086e+06,1.01204
410,0.015,3.49045e+06,1.01192
411,0.015,3.49005e+06,1.0118
412,0.015,3.48965e+06,1.01169
413,0.015,3.48926e+06,1.01157
414,0.015,3.48886e+06,1.01146
415,0.015,3.48848e+06,1.01135
416,0.015,3.48809e+06,1.01124
417,0.015,3.48771e+06,1.01113
418,0.015,3.48734e+06,1.01102
419,0.015,3.48696e+06,1.01091
420,0.015,3.4866e+06,1.0108
421,0.015,3.48623e+06,1.0107
422,0.015,3.48587e+06,1.01059
423,0.015,3.48551e+06,1.01049
424,0.015,3.48516e+06,1.01039
425,0.015,3.48481e+06,1.01028
426,0.015,3.48446e+06,1.01018
427,0.015,3.48411e+06,1.01008
428,0.015,3.48377e+06,1.00998
429,0.015,3.48344e+06,1.00989
430,0.015,3.4831e+06,1.00979
431,0.015,3.48277e+06,1.00969
432,0.015,3.48244e+06,1.0096
433,0.015,3.48212e+06,1.0095
434,0.015,3.4818e+06,1.00941
435,0.015,3.48148e+06,1.00932
436,0.015,3.48116e+06,1.00923
437,0.015,3.48085e+06,1.00914
438,0.015,3.48054e+06,1.00905
439,0.015,3.48024e+06,1.00896
440,0.015,3.47994e+06,1.00887
441,0.015,3.47964e+06,1.00878
442,0.015,3.47934e+06,1.0087
443,0.015,3.47904e+06,1.00861
444,0.015,3.47875e+06,1.00853
445,0.015,3.47846e+06,1.00845
446,0.015,3.47818e+06,1.00836
447,0.015,3.4779e+06,1.00828
448,0.015,3.47762e+06,1.0082
449,0.015,3.47734e+06,1.00812
450,0.015,3.47707e+06,1.00804
451,0.015,3.47679e+06,1.00796
452,0.015,3.47652e+06,1.00788
453,0.015,3.47626e+06,1.00781
454,0.015,3.47599e+06,1.00773
455,0.015,3.47573e+06,1.00765
456,0.015,3.47547e+06,1.00758
457,0.015,3.47522e+06,1.0075
458,0.015,3.47496e+06,1.00743
459,0.015,3.47471e+06,1.00736
460,0.015,3.47446e+06,1.00729
461,0.015,3.47422e+06,1.00721
462,0.015,3.47397e+06,1.00714
463,0.015,3.47373e+06,1.00707
464,0.015,3.47349e+06,1.007
465,0.015,3.47326e+06,1.00694
466,0.015,3.47302e+06,1.00687
467,0.015,3.47279e+06,1.0068
468,0.015,3.47256e+06,1.00673
469,0.015,3.47233e+06,1.00667
470,0.015,3.47211e+06,1.0066
471,0.015,3.47188e+06,1.00654
472,0.015,3.47166e+06,1.00647
473,0.015,3.47144e+06,1.00641
474,0.015,3.47123e+06,1.00635
475,0.015,3.47101e+06,1.00629
476,0.015,3.4708e+06,1.00622
477,0.015,3.47059e+06,1.00616
478,0.015,3.47038e+06,1.0061
479,0.015,3.47018e+06,1.00604
480,0.015,3.46997e+06,1.00598
481,0.015,3.46977e+06,1.00592
482,0.015,3.46957e+06,1.00587
483,0.015,3.46937e+06,1.00581
484,0.015,3.46917e+06,1.00575
485,0.015,3.46898e+06,1.0057
486,0.015,3.46879e+06,1.00564
487,0.015,3.4686e+06,1.00558
488,0.015,3.46841e+06,1.00553
489,0.015,3.46822e+06,1.00548
490,0.015,3.46804e+06,1.00542
491,0.015,3.46785e+06,1.00537
492,0.015,3.46767e+06,1.00532
493,0.015,3.46749e+06,1.00526
494,0.015,3.46731e+06,1.00521
495,0.015,3.46714e+06,1.00516
496,0.015,3.46696e+06,1.00511
497,0.015,3.46679e+06,1.00506
498,0.015,3.46662e+06,1.00501
499,0.015,3.46645e+06,1.00496
500,0.015,3.46628e+06,1.00491
501,0.015,3.46612e+06,1.00487
502,0.015,3.46595e+06,1.00482
503,0.015,3.46579e+06,1.00477
504,0.015,3.46563e+06,1.00472
505,0.015,3.46547e+06,1.00468
506,0.015,3.46531e+06,1.00463
507,0.015,3.46515e+06,1.00459
508,0.015,3.465e+06,1.00454
509,0.015,3.46485e+06,1.0045
510,0.015,3.46469e+06,1.00445
511,0.015,3.46454e+06,1.00441
512,0.015,3.46439e+06,1.00437
513,0.015,3.46425e+06,1.00432
514,0.015,3.4641e+06,1.00428
515,0.015,3.46396e+06,1.00424
516,0.015,3.46381e+06,1.0042
517,0.015,3.46367e+06,1.00416
518,0.015,3.46353e+06,1.00412
519,0.015,3.46339e+06,1.00408
520,0.015,3.46325e+06,1.00404
521,0.015,3.46312e+06,1.004
522,0.015,3.46298e+06,1.00396
523,0.015,3.46285e+06,1.00392
524,0.015,3.46272e+06,1.00388
525,0.015,3.46258e+06,1.00384
526,0.015,3.46245e+06,1.0038
527,0.015,3.46233e+06,1.00377
528,0.015,3.4622e+06,1.00373
529,0.015,3.46207e+06,1.00369
530,0.015,3.46195e+06,1.00366
531,0.015,3.46182e+06,1.00362
532,0.015,3.4617e+06,1.00359
533,0.015,3.46158e+06,1.00355
534,0.015,3.46146e+06,1.00352
535,0.015,3.46134e+06,1.00348
536,0.015,3.46122e+06,1.00345
537,0.015,3.46111e+06,1.00341
538,0.015,3.46099e+06,1.00338
539,0.015,3.46088e+06,1.00335
540,0.015,3.46076e+06,1.00331
541,0.015,3.46065e+06,1.00328
542,0.015,3.46054e+06,1.00325
543,0.015,3.46043e+06,1.00322
544,0.015,3.46032e+06,1.00319
545,0.015,3.46022e+06,1.00315
546,0.015,3.46011e+06,1.00312
547,0.015,3.46e+06,1.00309
548,0.015,3.4599e+06,1.00306
549,0.015,3.4598e+06,1.00303
550,0.015,3.45969e+06,1.003
551,0.015,3.45959e+06,1.00297
552,0.015,3.45949e+06,1.00294
553,0.015,3.45939e+06,1.00292
554,0.015,3.45929e+06,1.00289
555,0.015,3.45919e+06,1.00286
556,0.015,3.4591e+06,1.00283
557,0.015,3.459e+06,1.0028
558,0.015,3.45891e+06,1.00278
559,0.015,3.45881e+06,1.00275
560,0.015,3.45872e+06,1.00272
561,0.015,3.45863e+06,1.00269
562,0.015,3.45854e+06,1.00267
563,0.015,3.45845e+06,1.00264
564,0.015,3.45836e+06,1.00262
565,0.015,3.45827e+06,1.00259
566,0.015,3.45818e+06,1.00257
567,0.015,3.4581e+06,1.00254
568,0.015,3.45801e+06,1.00252
569,0.015,3.45792e+06,1.00249
570,0.015,3.45784e+06,1.00247
571,0.015,3.45776e+06,1.00244
572,0.015,3.45767e+06,1.00242
573,0.015,3.45759e+06,1.00239
574,0.015,3.45751e+06,1.00237
575,0.015,3.45743e+06,1.00235
576,0.015,3.45735e+06,1.00232
577,0.015,3.45727e+06,1.0023
578,0.015,3.4572e+06,1.00228
579,0.015,3.45712e+06,1.00226
580,0.015,3.45704e+06,1.00224
581,0.015,3.45697e+06,1.00221
582,0.015,3.45689e+06,1.00219
583,0.015,3.45682e+06,1.00217
584,0.015,3.45675e+06,1.00215
585,0.015,3.45667e+06,1.00213
586,0.015,3.4566e+06,1.00211
587,0.015,3.45653e+06,1.00209
588,0.015,3.45646e+06,1.00207
589,0.015,3.45639e+06,1.00205
590,0.015,3.45632e+06,1.00203
591,0.015,3.45625e+06,1.00201
592,0.015,3.45618e+06,1.00199
593,0.015,3.45612e+06,1.00197
594,0.015,3.45605e+06,1.00195
595,0.015,3.45598e+06,1.00193
596,0.015,3.45592e+06,1.00191
597,0.015,3.45585e+06,1.00189
598,0.015,3.45579e+06,1.00187
599,0.015,3.45573e+06,1.00185
600,0.015,3.45566e+06,1.00184
601,0.015,3.4556e+06,1.00182
602,0.015,3.45554e+06,1.0018
603,0.015,3.45548e+06,1.00178
604,0.015,3.45542e+06,1.00176
605,0.015,3.45536e+06,1.00175
606,0.015,3.4553e+06,1.00173
607,0.015,3.45524e+06,1.00171
608,0.015,3.45519e+06,1.0017
609,0.015,3.45513e+06,1.00168
610,0.015,3.45507e+06,1.00166
611,0.015,3.45501e+06,1.00165
612,0.015,3.45496e+06,1.00163
613,0.015,3.4549e+06,1.00161
614,0.015,3.45485e+06,1.0016
615,0.015,3.4548e+06,1.00158
616,0.015,3.45474e+06,1.00157
617,0.015,3.45469e+06,1.00155
618,0.015,3.45464e+06,1.00154
619,0.015,3.45458e+06,1.00152
620,0.015,3.45453e+06,1.00151
621,0.015,3.45448e+06,1.00149
622,0.015,3.45443e+06,1.00148
623,0.015,3.45438e+06,1.00146
624,0.015,3.45433e+06,1.00145
625,0.015,3.45428e+06,1.00143
626,0.015,3.45423e+06,1.00142
627,0.015,3.45419e+06,1.00141
628,0.015,3.45414e+06,1.00139
629,0.015,3.45409e+06,1.00138
630,0.015,3.45405e+06,1.00137
631,0.015,3.454e+06,1.00135
632,0.015,3.45395e+06,1.00134
633,0.015,3.45391e+06,1.00133
634,0.015,3.45386e+06,1.00131
635,0.015,3.45382e+06,1.0013
636,0.015,3.45377e+06,1.00129
637,0.015,3.45373e+06,1.00128
638,0.015,3.45369e+06,1.00126
639,0.015,3.45365e+06,1.00125
640,0.015,3.4536e+06,1.00124
641,0.015,3.45356e+06,1.00123
642,0.015,3.45352e+06,1.00121
643,0.015,3.45348e+06,1.0012
644,0.015,3.45344e+06,1.00119
645,0.015,3.4534e+06,1.00118
646,0.015,3.45336e+06,1.00117
647,0.015,3.45332e+06,1.00116
648,0.015,3.45328e+06,1.00114
649,0.015,3.45324e+06,1.00113
650,0.015,3.4532e+06,1.00112
651,0.015,3.45317e+06,1.00111
652,0.015,3.45313e+06,1.0011
653,0.015,3.45309e+06,1.00109
654,0.015,3.45305e+06,1.00108
655,0.015,3.45302e+06,1.00107
656,0.015,3.45298e+06,1.00106
657,0.015,3.45295e+06,1.00105
658,0.015,3.45291e+06,1.00104
659,0.015,3.45287e+06,1.00103
660,0.015,3.45284e+06,1.00102
661,0.015,3.45281e+06,1.00101
662,0.015,3.45277e+06,1.001
663,0.015,3.45274e+06,1.00099
664,0.015,3.4527e+06,1.00098
665,0.015,3.45267e+06,1.00097
666,0.015,3.45264e+06,1.00096
667,0.015,3.45261e+06,1.00095
668,0.015,3.45257e+06,1.00094
669,0.015,3.45254e+06,1.00093
670,0.015,3.45251e+06,1.00092
671,0.015,3.45248e+06,1.00091
672,0.015,3.45245e+06,1.0009
673,0.015,3.45242e+06,1.00089
674,0.015,3.45239e+06,1.00089
675,0.015,3.45236e+06,1.00088
676,0.015,3.45233e+06,1.00087
677,0.015,3.4523e+06,1.00086
678,0.015,3.45227e+06,1.00085
679,0.015,3.45224e+06,1.00084
680,0.015,3.45221e+06,1.00083
681,0.015,3.45218e+06,1.00083
682,0.015,3.45216e+06,1.00082
683,0.015,3.45213e+06,1.00081
684,0.015,3.4521e+06,1.0008
685,0.015,3.45207e+06,1.00079
686,0.015,3.45205e+06,1.00079
687,0.015,3.45202e+06,1.00078
688,0.015,3.452e+06,1.00077
689,0.015,3.45197e+06,1.00076
690,0.015,3.45194e+06,1.00076
691,0.015,3.45192e+06,1.00075
692,0.015,3.45189e+06,1.00074
693,0.015,3.45187e+06,1.00073
694,0.015,3.45184e+06,1.00073
695,0.015,3.45182e+06,1.00072
696,0.015,3.45179e+06,1.00071
697,0.015,3.45177e+06,1.00071
698,0.015,3.45175e+06,1.0007
699,0.015,3.45172e+06,1.00069
700,0.015,3.4517e+06,1.00069
701,0.015,3.45168e+06,1.00068
702,0.015,3.45165e+06,1.00067
703,0.015,3.45163e+06,1.00067
704,0.015,3.45161e+06,1.00066
705,0.015,3.45158e+06,1.00065
706,0.015,3.45156e+06,1.00065
707,0.015,3.45154e+06,1.00064
708,0.015,3.45152e+06,1.00063
709,0.015,3.4515e+06,1.00063
710,0.015,3.45148e+06,1.00062
711,0.015,3.45146e+06,1.00062
712,0.015,3.45143e+06,1.00061
713,0.015,3.45141e+06,1.0006
714,0.015,3.45139e+06,1.0006
715,0.015,3.45137e+06,1.00059
716,0.015,3.45135e+06,1.00059
717,0.015,3.45133e+06,1.00058
718,0.015,3.45131e+06,1.00057
719,0.015,3.45129e+06,1.00057
720,0.015,3.45128e+06,1.00056
721,0.015,3.45126e+06,1.00056
722,0.015,3.45124e+06,1.00055
723,0.015,3.45122e+06,1.00055
724,0.015,3.4512e+06,1.00054
725,0.015,3.45118e+06,1.00054
726,0.015,3.45116e+06,1.00053
727,0.015,3.45115e+06,1.00053
728,0.015,3.45113e+06,1.00052
729,0.015,3.45111e+06,1.00052
730,0.015,3.45109e+06,1.00051
731,0.015,3.45108e+06,1.00051
732,0.015,3.45106e+06,1.0005
733,0.015,3.45104e+06,1.0005
734,0.015,3.45103e+06,1.00049
735,0.015,3.45101e+06,1.00049
